"V1" "V2" "V3" "V11" "V12" "V13" "V21" "V22" "V23" "V31" "V32" "V33"
"173" 7 6 8 113 128 67 64 60 66 3 10 5
"174" 101 130 88 729 878 781 422 450 387 114 130 137
"175" 2235 2725 2389 10513 9762 10925 5750 6995 6174 2129 1837 1649
"176" 29 16 7 65 67 66 63 52 43 5 13 26
"177" 2653 1726 2791 16049 15630 17419 13021 11762 11962 2953 2203 2563
"178" 686 850 1010 5762 4840 5089 2553 3463 3479 754 866 1031
"179" 1567 2016 1549 10436 10403 11230 8086 6428 7445 1429 1356 953
"180" 211 215 195 1254 1517 1232 730 769 685 277 261 210
"181" 525 342 486 1334 1785 1205 694 887 812 209 271 154
"182" 464 367 359 2154 2209 2115 1234 1164 1159 338 395 399
"183" 106 64 67 677 687 681 388 375 274 190 174 141
"184" 527 705 714 3208 2803 3270 1715 2060 1845 227 166 251
"185" 8 0 3 13 43 5 9 5 13 5 2 6
"186" 9 11 6 22 21 10 16 16 18 0 0 0
"187" 1 1 0 18 30 9 7 8 9 2 0 1
"188" 17 5 10 42 30 29 13 9 15 7 10 9
"189" 1776 1474 2180 8499 8577 9749 6227 5339 4779 1506 1059 1210
"190" 532 598 526 3098 3777 3626 2359 2128 2208 687 432 456
"191" 7 3 1 22 35 22 10 15 18 4 6 2
"192" 1110 1117 1294 7367 7021 6108 4584 3714 3854 898 998 793
"193" 13 21 10 44 49 65 21 35 18 0 0 0
"194" 219 275 182 1478 1375 1102 808 822 732 177 176 310
"195" 3 1 6 32 19 26 29 33 14 13 15 2
"196" 92 76 31 308 659 260 193 201 155 104 70 66
"197" 1898 2101 1994 13777 9437 14219 7934 7491 7159 2142 2623 2218
"198" 170 259 185 849 909 583 502 539 422 89 92 121
"199" 718 875 763 2738 2666 3213 2083 2299 2201 556 766 475
"200" 2490 2165 2821 16011 14931 18417 9185 9578 10067 2810 2710 2419
"201" 333 453 371 635 301 569 1029 918 1165 585 582 567
"202" 12 7 14 7 3 17 11 22 14 15 4 13
"203" 228 264 214 233 291 257 347 334 372 342 406 329
"204" 295 315 274 502 448 481 705 705 666 390 510 416
"205" 525 461 578 367 646 538 929 929 1111 1030 614 407
"206" 2114 1745 1606 1237 1249 1377 3345 3091 2937 1718 1484 1466
"207" 1432 1551 1347 1310 1131 845 3098 2747 2578 1737 2150 1606
"208" 4307 5427 4550 5186 8014 7843 11470 10910 11587 7661 5937 6998
"209" 2 1 2 62 55 32 95 80 66 33 39 27
"210" 380 372 292 751 525 488 925 981 909 698 452 525
"211" 34 9 25 26 36 33 98 41 41 31 22 21
"212" 58 52 19 24 43 23 70 105 110 89 75 61
"213" 1 1 0 4 1 11 7 2 9 8 0 3
"214" 0 3 7 17 29 22 33 27 39 25 27 24
"215" 15 35 14 68 65 47 70 93 54 40 90 59
"216" 97 71 82 83 47 84 237 227 195 135 138 137
"217" 385 385 355 189 223 263 545 419 691 347 511 345
"218" 2404 2363 2035 2713 2616 2956 4738 3825 4184 2594 2212 3637
"219" 3168 3483 3827 2519 2618 2757 6585 6560 7718 4942 3588 3030
"220" 23 17 11 6 7 3 7 6 24 13 11 9
"221" 223 358 337 139 91 116 588 840 718 385 435 375
"222" 1 7 1 5 6 2 22 13 21 4 28 7
"223" 3 3 7 0 0 0 0 4 1 4 0 1
"224" 46 35 66 69 29 69 105 101 57 95 75 58
"225" 1074 1009 925 603 998 856 2104 2055 1899 1156 962 981
"226" 1098 1146 1374 1219 1644 1455 2549 3638 3085 1065 1878 1578
"227" 6 11 10 0 0 0 2 7 3 0 2 1
"228" 3057 3024 3390 7216 11010 7646 8974 8393 9446 5678 6283 5490
"229" 30 21 63 6 6 1 21 22 30 25 16 13
"230" 5101 5301 4157 6003 4336 5438 9709 11708 8219 6004 5541 5602
"231" 1318 1669 1566 1042 1357 1406 2779 3470 3306 1810 1665 1838
"232" 58 64 61 145 70 94 194 182 153 107 46 94
"233" 93 167 103 139 103 55 199 149 184 134 71 92
"234" 254 271 264 206 197 190 614 615 855 303 294 336
"235" 940 949 878 976 587 857 1653 1550 1635 807 1105 1065
"236" 2518 2535 2163 1606 2543 2032 3987 4343 4179 2879 2990 2527
"237" 1862 1681 2037 1895 1754 1544 4474 3987 4648 2867 2163 1969
"238" 90 50 102 176 107 114 122 249 198 128 131 75
"239" 639 474 772 781 570 502 962 1151 894 722 561 706
"240" 3604 3844 4055 6002 2951 4108 7046 7005 8206 5340 4591 5536
"241" 1384 1285 1810 1253 1071 1156 2509 2710 3122 1803 1679 1742
"242" 23 19 27 2 2 6 16 37 32 48 14 39
"243" 728 781 787 965 1183 1053 1054 1241 1358 798 729 627
"244" 65 165 162 128 129 79 219 230 347 76 176 179
"245" 242 211 265 165 203 162 437 440 438 342 331 306
"246" 2492 2725 2519 1696 2202 2366 4687 4433 4942 2570 2661 2510
"247" 2 7 2 0 0 0 9 5 5 6 2 3
"248" 1 0 1 0 2 0 6 3 1 6 1 1
"249" 276 318 413 763 675 906 929 1099 1044 806 651 842
"250" 2079 1894 2271 1711 1376 1345 3586 2869 3702 2317 2325 1887
"251" 22 20 13 41 19 55 163 136 118 142 105 106
"252" 3238 4131 3273 3433 2358 2621 17447 19704 17151 12953 10185 9178
"253" 18 31 23 22 54 47 394 253 341 242 201 163
"254" 2866 3735 2862 2092 1606 2033 15819 19557 12369 8907 9410 10550
"255" 1438 1694 1794 1603 1206 1270 10181 9557 6893 4411 4703 5010
"256" 630 795 671 860 582 582 4661 5509 4585 3333 2785 2933
"257" 561 603 603 655 813 469 4442 4089 4293 2489 2771 2507
"258" 1149 1243 1035 798 754 659 5497 7150 4394 2583 2519 2910
"259" 917 828 791 536 775 757 3972 3415 3066 2830 2533 2670
"260" 2973 3095 3067 2357 2822 3117 19100 15045 21054 11462 9267 8678
"261" 239 275 186 343 226 247 1898 2054 1713 998 767 881
"262" 9 19 8 38 53 60 177 323 173 111 94 143
"263" 801 1096 910 921 890 739 4793 5692 6054 2442 2695 3391
"264" 129 94 101 117 111 123 762 583 568 385 361 388
"265" 1210 1134 1176 590 692 565 4961 7215 5682 3119 2799 2862
"266" 34 46 32 11 8 3 86 73 121 42 36 53
"267" 4394 3054 3578 3022 2581 2655 20930 27049 21273 11509 10001 9795
"268" 356 374 382 347 234 351 2409 1993 2381 1691 1241 1692
"269" 1807 1311 1645 2280 2228 2206 10500 13023 11001 6769 7322 9135
"270" 273 278 357 151 174 222 1718 1414 1886 951 1231 985
"271" 848 970 616 1127 491 788 4534 4242 5763 2802 2738 2518
"272" 8 2 6 4 2 16 13 19 5 9 5 19
"273" 4545 4703 3143 3972 3066 4065 18583 11534 17146 11410 13915 13980
"274" 6784 7384 6455 6916 5864 6155 31003 30527 31838 29194 22499 20181
"275" 0 0 0 39 21 4 76 48 93 40 25 29
"276" 364 382 277 141 136 130 1177 1358 1439 612 802 882
"277" 189 101 119 125 178 121 706 777 645 233 402 334
"278" 78 150 116 385 298 366 1676 1526 1541 929 724 1034
"279" 989 961 933 1035 1075 1258 6213 6075 6019 3033 3710 3670
"280" 936 1122 1123 1015 1243 1789 8409 6703 7843 3840 4603 4820
"281" 15 31 25 137 97 87 319 326 285 162 214 169
"282" 3 5 7 6 3 3 119 149 146 73 59 99
"283" 87 65 93 127 118 102 601 350 431 363 241 252
"284" 875 755 993 598 527 733 3697 3260 3978 2249 2127 1968
"285" 910 854 732 597 666 538 5070 4046 3658 2509 2861 2655
"286" 244 297 378 200 282 191 1076 2054 1405 794 880 861
"287" 125 104 128 122 121 85 850 865 926 430 493 411
"288" 21 24 17 13 6 2 90 102 37 53 70 47
"289" 107 97 93 71 75 37 433 565 514 227 233 251
"290" 1619 1977 2185 2025 1814 1867 10798 9503 12271 6304 7290 5782
"291" 6324 6055 5983 5753 8021 8261 32225 33981 32053 17425 19113 19157
"292" 255 422 403 393 612 326 2690 2025 2037 1085 1153 1073
"293" 2071 1258 2192 1851 2497 2142 10785 17468 9792 7739 7098 8389
"294" 1 7 2 10 7 14 74 79 78 95 17 45
"295" 5 6 8 0 0 0 43 26 65 19 26 13
"296" 1475 1214 1171 1030 1185 1164 7240 8178 9542 5641 5861 5641
"297" 512 683 563 232 265 234 2183 3211 2614 1457 1727 1675
"298" 31 23 31 9 6 13 90 128 143 51 73 166
"299" 386 459 554 782 663 627 2980 4423 4522 1436 2177 2124
"300" 278 307 253 530 586 491 2066 2507 2071 990 1091 1157
"301" 165 137 171 265 242 217 182 408 272 277 262 166
"302" 401 372 437 818 895 705 980 1117 1001 1047 930 977
"303" 2038 2232 2221 3837 3559 4478 4785 4581 4452 4553 5223 4615
"304" 654 639 532 1067 898 907 466 497 533 1813 1904 1658
"305" 2 1 2 3 1 1 5 6 5 1 16 1
"306" 1399 1087 1594 2250 2089 2200 2434 3111 2485 2850 3261 3209
"307" 107 121 62 218 229 199 95 119 103 150 110 169
"308" 265 209 234 553 525 703 533 682 525 635 660 487
"309" 15 5 10 57 13 7 37 43 35 22 8 30
"310" 244 387 428 567 604 479 610 630 570 941 857 804
"311" 89 60 49 80 144 190 206 199 163 74 74 109
"312" 126 150 141 226 169 192 340 227 378 410 246 290
"313" 331 511 291 607 657 655 560 778 715 403 722 806
"314" 378 209 286 631 470 561 435 451 526 643 710 700
"315" 3778 2209 2653 4500 5091 6092 5383 5142 5582 9257 6453 6649
"316" 41 26 22 26 46 31 38 34 43 37 9 13
"317" 675 582 500 773 794 758 1277 1432 1186 739 717 879
"318" 116 130 131 190 167 186 85 90 109 158 181 181
"319" 1578 1537 1718 3027 2899 2791 2913 2674 3406 3228 3592 2649
"320" 114 92 121 133 136 187 295 246 243 314 368 322
"321" 4403 2604 2562 5451 4844 4713 5057 5306 4059 6069 5630 5988
"322" 1041 950 1050 1205 1653 1498 1811 1646 1842 1441 2449 1399
"323" 161 155 186 201 228 190 127 205 336 498 329 642
"324" 1 0 0 0 0 3 11 8 13 0 0 0
"325" 430 674 586 799 752 802 1213 935 1127 478 368 254
"326" 5 9 18 27 23 10 35 14 27 16 27 21
"327" 282 390 475 530 505 665 463 332 456 707 678 621
"328" 179 49 181 321 320 355 226 259 258 482 421 670
"329" 54 63 52 143 142 122 147 85 71 173 123 223
"330" 1487 1665 2372 2974 3074 2542 3974 4069 3666 2801 2269 2017
"331" 3 0 1 2 1 3 0 6 0 0 0 0
"332" 18 27 30 25 45 57 59 45 59 54 38 35
"333" 474 607 638 915 973 1053 939 815 850 1022 1161 1160
"334" 129 229 193 249 248 358 191 141 149 329 513 314
"335" 11 6 9 25 10 12 8 9 5 16 12 10
"336" 21 61 46 130 114 91 110 33 161 121 174 114
"337" 1 2 1 3 3 9 1 9 10 15 15 10
"338" 399 525 423 766 613 574 829 913 930 938 1396 1060
"339" 454 398 342 613 644 520 748 439 395 959 1287 815
"340" 1 2 2 0 2 2 0 1 0 2 8 1
"341" 2875 4068 3551 5465 6047 6556 7112 7054 7618 6471 5702 6785
"342" 1 2 2 1 1 2 0 0 0 11 7 5
"343" 976 920 922 1593 2427 1815 1923 1695 1723 3059 2207 2453
"344" 33 50 23 79 121 65 106 38 95 57 106 120
"345" 1310 1110 1087 2047 1857 1701 1998 2108 1796 2038 2191 2133
"346" 7 8 2 9 2 24 59 27 44 3 7 8
"347" 17 4 3 7 6 10 14 26 4 10 13 11
"348" 994 1071 1266 1698 1955 2081 2464 2504 2450 2482 2227 1946
"349" 765 774 513 980 1286 772 1277 1402 1237 1084 1205 917
"350" 655 689 666 1012 930 730 1153 1185 1187 975 1019 951
"351" 262 260 255 513 658 513 1272 2010 1509 2322 2428 2451
"352" 729 649 610 1275 1121 1091 3152 3595 4831 4002 4990 4556
"353" 47 57 43 46 122 73 266 331 249 199 238 219
"354" 0 1 0 0 2 0 1 5 2 6 5 3
"355" 665 461 606 800 928 771 2328 2530 3081 2598 2626 3947
"356" 104 90 93 95 95 79 524 439 646 675 521 425
"357" 1006 964 1085 1502 1966 1769 4589 5707 5895 5541 5373 5407
"358" 59 90 89 155 225 124 314 325 370 831 821 622
"359" 17 37 17 53 60 50 229 169 153 124 109 119
"360" 6 15 10 24 23 15 126 131 194 11 31 20
"361" 3 1 2 3 3 7 10 7 16 13 13 17
"362" 3 1 1 3 1 1 0 0 0 7 13 1
"363" 1 2 0 1 1 1 0 0 0 11 20 35
"364" 11 4 2 8 6 14 21 39 34 46 33 20
"365" 111 254 221 433 491 388 1030 914 1207 711 787 740
"366" 22 37 62 78 67 49 106 182 193 234 117 186
"367" 81 149 38 92 150 162 412 345 252 513 365 621
"368" 215 155 242 390 354 346 1324 1426 1627 1201 1015 1394
"369" 61 79 62 86 87 130 245 187 259 461 677 504
"370" 15 19 35 90 35 37 162 171 155 91 178 98
"371" 461 521 530 864 810 874 2065 2376 3597 2307 2503 2862
"372" 46 50 74 34 174 130 970 1039 745 333 618 536
"373" 83 98 79 145 126 159 461 513 391 548 650 383
"374" 95 97 107 179 247 154 473 331 432 839 757 717
"375" 66 111 64 218 210 314 891 988 606 1059 925 846
"376" 758 692 669 850 1165 1247 3289 3532 2794 4138 3669 3934
"377" 0 0 1 1 0 2 18 5 5 0 0 0
"378" 5 5 3 6 15 7 59 13 98 5 7 14
"379" 125 170 117 253 219 193 794 796 917 1078 1062 979
"380" 41 19 83 51 49 65 462 261 426 102 130 119
"381" 46 24 46 82 27 82 223 167 203 234 329 309
"382" 143 129 173 242 262 239 762 615 650 837 755 1137
"383" 173 189 141 231 279 310 663 1051 706 1258 1277 1593
"384" 351 265 361 567 419 515 1916 2257 2385 1932 1481 2083
"385" 0 0 0 0 2 1 6 7 6 0 0 0
"386" 26 17 8 53 23 35 74 111 159 146 94 149
"387" 134 135 113 208 233 202 814 602 690 702 948 634
"388" 146 134 133 354 193 264 1281 1190 1474 770 895 763
"389" 203 197 103 195 227 201 628 646 547 774 927 610
"390" 439 379 312 363 509 675 1308 1637 1578 1660 1647 1591
"391" 681 677 577 1101 958 965 3839 3625 3285 3786 2395 2677
"392" 1 0 0 1 0 0 0 0 0 3 0 7
"393" 31 31 17 20 44 29 58 96 81 144 140 159
"394" 21 7 15 29 17 17 66 51 111 43 60 52
"395" 0 0 0 0 1 1 2 3 3 0 0 0
"396" 11 10 5 22 19 21 66 105 145 109 89 92
"397" 79 60 143 237 145 116 610 551 611 929 694 735
"398" 54 33 33 39 60 76 135 148 120 284 263 207
"399" 783 823 685 779 1189 898 3451 3810 4014 4043 4571 3534
"400" 926 765 853 1679 971 1891 4234 4202 5858 6739 5921 5214
"401" 30 83 32 13 31 20 43 50 45 11 13 13
"402" 409 284 462 185 172 181 253 189 248 302 414 234
"403" 19 18 17 13 9 10 23 9 5 2 6 10
"404" 466 510 467 134 429 171 475 397 445 478 169 317
"405" 5282 4573 4588 2818 2670 2553 3803 4219 4064 5333 5555 5621
"406" 402 605 401 239 222 153 362 278 361 440 345 383
"407" 148 114 117 58 47 56 73 67 70 134 151 55
"408" 89 101 141 59 58 55 63 71 112 129 166 127
"409" 1001 881 888 658 454 493 759 626 921 1021 957 1047
"410" 617 773 685 211 222 288 490 485 445 334 636 358
"411" 1084 1112 1180 558 555 555 790 542 763 1053 1173 1182
"412" 1583 1343 1241 598 605 594 914 1049 968 1292 1151 1289
"413" 25 21 9 6 10 9 17 21 4 11 32 23
"414" 885 940 889 311 454 342 463 758 524 726 1242 691
"415" 9 6 6 16 7 19 11 27 29 25 35 35
"416" 12470 13012 11371 6316 5285 4995 6966 9185 9213 10317 11310 10802
"417" 1390 1151 1211 446 742 498 845 1185 1115 730 834 767
"418" 457 620 578 287 388 277 765 336 389 398 705 576
"419" 2 5 3 4 5 2 3 5 2 21 11 9
"420" 109 153 189 86 79 70 73 137 102 53 57 52
"421" 495 416 321 210 247 217 337 253 252 449 546 469
"422" 19 50 49 10 3 9 4 7 17 2 6 6
"423" 1167 1184 993 513 358 485 791 817 975 978 894 912
"424" 86 90 67 51 29 34 51 57 44 59 33 114
"425" 0 0 0 2 0 2 2 0 0 0 0 0
"426" 292 346 250 117 131 138 225 234 240 384 405 199
"427" 585 570 503 199 260 255 343 336 456 662 825 635
"428" 380 169 245 107 124 62 220 227 209 294 334 306
"429" 1061 995 744 566 505 568 969 949 989 1341 1361 1401
"430" 835 1171 1189 453 455 443 779 785 767 963 1029 858
"431" 575 559 519 175 200 218 331 391 561 378 312 442
"432" 1271 949 991 684 643 581 935 1295 1261 1904 1732 1514
"433" 766 955 977 491 487 429 831 780 829 987 929 1016
