"V1" "V2" "V3" "V11" "V12" "V13" "V21" "V22" "V23" "V31" "V32" "V33"
"72" 288 285 307 158 256 148 63 60 39 78 53 71
"73" 733 628 732 502 485 426 131 128 96 140 102 186
"74" 67 61 78 36 55 23 5 7 9 9 26 15
"75" 3458 3200 3549 1645 2487 1769 453 431 397 420 704 847
"76" 3507 3526 4139 2348 2051 2145 572 515 528 431 528 602
"77" 251 207 188 123 82 98 11 14 13 40 39 33
"78" 593 686 622 415 758 350 186 111 138 119 135 92
"79" 63 55 71 41 16 28 35 24 19 9 4 3
"80" 201 221 199 101 99 58 37 44 41 35 24 13
"81" 66 130 86 52 75 49 19 14 37 3 3 1
"82" 1771 1378 2036 1033 891 820 203 364 223 291 283 261
"83" 2027 1835 2271 1249 777 1167 260 290 206 423 311 324
"84" 629 884 643 368 443 377 98 119 112 104 146 147
"85" 2358 3102 1993 1375 1326 1353 472 359 319 472 474 503
"86" 247 140 268 142 136 151 19 15 17 62 61 40
"87" 2738 2482 2728 1655 2179 1522 610 494 499 309 333 420
"88" 6492 9213 9408 4101 5274 5289 1171 1233 1515 1419 1219 1621
"89" 588 421 533 289 312 300 22 74 80 23 22 49
"90" 7801 7860 7237 4751 4081 3715 1173 1295 1043 1158 1175 961
"91" 1808 2353 2290 968 1013 1163 423 480 381 327 364 381
"92" 623 718 582 447 397 419 43 99 83 221 149 199
"93" 6751 7408 6067 3823 3683 3824 1197 860 899 1051 1083 1029
"94" 1885 1906 1508 1033 1070 1330 329 308 290 197 206 265
"95" 99 129 97 55 66 71 12 5 10 23 33 17
"96" 5178 4289 4348 2195 2410 2577 577 567 461 581 600 537
"97" 3947 2994 4107 2047 1867 2418 676 676 704 727 725 781
"98" 978 1107 873 667 553 523 180 81 122 224 273 140
"99" 470 584 635 349 386 254 93 81 109 116 87 70
"100" 7347 9419 12312 4530 4733 4543 1323 1809 1257 1515 1462 1550
"101" 438 365 401 881 719 619 392 420 432 364 234 297
"102" 3097 4368 3147 9007 9564 10133 5769 5126 4856 4377 4031 4250
"103" 386 366 398 744 971 992 437 490 454 314 383 447
"104" 2368 2230 2164 3713 2708 3142 2480 2065 2479 1885 1703 1493
"105" 147 93 89 229 133 144 95 109 131 143 121 169
"106" 744 935 740 1167 1221 1571 654 946 626 717 745 662
"107" 2189 1604 2480 3222 3977 3853 3093 1951 2165 2027 1619 1261
"108" 36 62 65 146 138 204 115 55 107 44 67 48
"109" 24 7 14 91 43 62 39 32 37 24 32 26
"110" 84 89 78 308 220 352 226 194 155 103 85 175
"111" 2 0 1 6 7 10 6 1 3 1 3 5
"112" 156 153 137 315 243 329 189 138 218 88 175 146
"113" 127 172 181 516 403 374 210 129 195 259 199 289
"114" 548 522 578 1255 832 1181 754 604 618 350 455 316
"115" 0 0 0 1 0 0 0 1 0 0 0 0
"116" 163 155 81 325 348 302 191 171 168 218 220 172
"117" 1255 1791 1481 3118 2991 2886 1604 1846 1404 1091 1261 836
"118" 2274 2660 2965 5508 5875 5160 3832 4032 3596 2735 2763 2995
"119" 627 579 752 1265 1363 1229 719 935 808 534 628 586
"120" 1079 907 709 1787 2084 2064 1316 1381 866 1506 1319 1432
"121" 2091 2199 2032 4021 3681 4085 2333 2421 2161 1805 1810 1909
"122" 550 687 810 1352 1511 1297 823 877 911 413 759 627
"123" 213 136 185 383 333 293 163 196 245 177 105 181
"124" 0 0 0 7 8 15 1 1 2 8 5 11
"125" 20 49 37 131 111 60 55 82 55 57 38 49
"126" 78 65 87 300 207 249 153 107 153 110 142 95
"127" 8 7 1 3 10 13 6 6 14 15 21 14
"128" 1527 1833 2170 3532 3529 3703 2161 2386 2456 2495 1959 1857
"129" 1729 1502 1518 4024 4516 5040 2025 2178 1908 1966 2351 1841
"130" 246 351 267 679 801 708 324 480 427 310 335 274
"131" 62 49 75 218 177 289 108 159 115 99 83 118
"132" 0 0 0 23 15 13 5 12 16 0 1 6
"133" 1966 1828 2015 3937 3947 2604 2320 1971 1972 1012 1461 1233
"134" 25 21 15 73 72 50 32 46 30 15 5 7
"135" 427 354 339 667 539 685 453 328 362 253 133 233
"136" 10 3 6 19 30 21 7 13 8 9 19 9
"137" 60 29 13 53 67 79 55 45 64 4 3 6
"138" 339 404 241 839 715 1207 514 491 539 640 555 602
"139" 4 8 14 20 16 42 9 22 29 5 12 13
"140" 459 363 350 926 1083 1137 515 472 724 395 493 514
"141" 3716 3928 3566 8857 10133 10711 5908 6490 6047 4334 4506 5187
"142" 233 136 178 299 449 351 214 212 213 138 120 103
"143" 766 663 693 1406 1566 1517 838 741 838 821 929 732
"144" 769 893 703 1947 1612 1923 879 995 863 891 841 779
"145" 392 191 395 344 432 357 191 322 353 294 290 371
"146" 163 105 106 308 197 268 77 157 101 152 77 126
"147" 355 325 429 834 812 742 558 399 468 415 429 505
"148" 213 248 290 678 524 538 299 384 429 216 175 383
"149" 94 93 95 135 189 259 107 136 93 80 98 40
"150" 250 237 194 304 485 241 178 223 225 105 132 94
"151" 71 96 79 372 423 403 349 272 299 115 79 114
"152" 2426 2638 2167 15282 16111 14900 9533 8877 9468 2780 1677 2263
"153" 93 119 93 1314 976 1015 955 564 614 176 140 158
"154" 159 136 89 1573 1281 1300 911 834 816 301 305 272
"155" 1 2 1 13 37 17 11 12 11 9 8 3
"156" 929 805 833 4756 5489 6014 4925 3446 3365 740 789 736
"157" 193 208 257 1348 1125 1366 1019 745 845 313 323 330
"158" 309 276 269 1399 1649 2015 941 929 955 248 277 201
"159" 2863 2592 2688 17875 17212 15833 6518 9335 10827 3259 4040 4150
"160" 43 16 41 256 455 173 194 254 173 29 47 71
"161" 82 95 68 446 479 406 301 247 298 50 64 37
"162" 22 57 50 263 228 224 132 111 131 44 37 53
"163" 413 732 461 4158 3500 4555 2185 2486 1732 819 870 721
"164" 338 360 265 2981 2976 2786 1803 1471 1660 594 757 584
"165" 1667 1581 2353 14361 10252 10434 5412 6867 7065 1427 2191 2299
"166" 523 437 560 3091 3100 3061 1764 1650 1548 352 367 365
"167" 0 5 2 9 8 5 4 6 3 5 5 1
"168" 9 6 26 43 40 70 50 25 24 1 1 4
"169" 170 220 213 637 783 851 543 451 605 170 172 128
"170" 1 1 1 54 57 23 41 29 21 5 1 2
"171" 1458 1332 1693 7128 9192 7399 5793 5049 4328 1319 1105 1208
"172" 697 635 632 3326 4154 3050 2919 2538 2175 467 399 418
"173" 3 3 4 56 64 33 32 30 33 1 5 2
"174" 51 65 44 364 439 391 211 225 194 57 65 69
"175" 1118 1363 1195 5257 4881 5462 2875 3498 3087 1065 919 824
"176" 15 8 4 33 34 33 31 26 22 2 7 13
"177" 1327 863 1395 8025 7815 8710 6511 5881 5981 1477 1102 1282
"178" 343 425 505 2881 2420 2545 1276 1732 1739 377 433 516
"179" 784 1008 774 5218 5202 5615 4043 3214 3723 714 678 477
"180" 105 108 97 627 758 616 365 384 343 138 131 105
"181" 263 171 243 667 892 603 347 444 406 104 136 77
"182" 232 183 180 1077 1105 1057 617 582 579 169 197 199
"183" 53 32 33 339 343 340 194 187 137 95 87 71
"184" 264 353 357 1604 1402 1635 857 1030 923 113 83 125
"185" 4 0 2 7 22 3 4 2 7 2 1 3
"186" 5 6 3 11 11 5 8 8 9 0 0 0
"187" 0 1 0 9 15 5 3 4 5 1 0 1
"188" 9 2 5 21 15 15 6 5 7 4 5 5
"189" 888 737 1090 4250 4289 4874 3114 2669 2390 753 529 605
"190" 266 299 263 1549 1889 1813 1179 1064 1104 343 216 228
"191" 3 2 1 11 18 11 5 8 9 2 3 1
"192" 555 559 647 3684 3510 3054 2292 1857 1927 449 499 396
"193" 7 10 5 22 24 33 10 18 9 0 0 0
"194" 110 138 91 739 688 551 404 411 366 88 88 155
"195" 2 1 3 16 9 13 15 17 7 7 8 1
"196" 46 38 15 154 330 130 96 100 78 52 35 33
"197" 949 1050 997 6888 4718 7109 3967 3745 3579 1071 1312 1109
"198" 85 130 93 425 454 292 251 269 211 45 46 60
"199" 359 437 382 1369 1333 1607 1042 1150 1100 278 383 238
"200" 1245 1083 1411 8006 7466 9208 4593 4789 5033 1405 1355 1209
"201" 166 227 185 318 150 284 514 459 582 293 291 283
"202" 6 3 7 3 2 8 6 11 7 8 2 6
"203" 114 132 107 116 145 129 173 167 186 171 203 165
"204" 147 158 137 251 224 241 352 352 333 195 255 208
"205" 262 231 289 184 323 269 465 465 555 515 307 204
"206" 1057 873 803 618 624 688 1672 1546 1469 859 742 733
"207" 716 775 674 655 566 422 1549 1374 1289 868 1075 803
"208" 2153 2713 2275 2593 4007 3921 5735 5455 5793 3831 2968 3499
"209" 1 1 1 31 27 16 48 40 33 17 20 14
"210" 190 186 146 376 263 244 462 491 454 349 226 263
"211" 17 5 12 13 18 16 49 20 21 16 11 10
"212" 29 26 10 12 22 11 35 53 55 45 37 31
"213" 1 0 0 2 1 6 3 1 4 4 0 2
"214" 0 2 3 9 14 11 16 13 19 13 14 12
"215" 7 18 7 34 32 24 35 46 27 20 45 30
"216" 48 36 41 41 24 42 118 114 98 68 69 68
"217" 192 192 178 94 112 131 273 209 346 174 255 173
"218" 1202 1182 1017 1357 1308 1478 2369 1912 2092 1297 1106 1818
"219" 1584 1741 1913 1260 1309 1379 3293 3280 3859 2471 1794 1515
"220" 11 9 6 3 3 2 3 3 12 7 6 5
"221" 111 179 169 69 45 58 294 420 359 193 218 188
"222" 1 3 1 3 3 1 11 6 10 2 14 3
"223" 2 1 4 0 0 0 0 2 1 2 0 1
"224" 23 18 33 35 14 35 52 50 29 47 37 29
"225" 537 504 463 301 499 428 1052 1027 950 578 481 491
"226" 549 573 687 610 822 727 1275 1819 1542 532 939 789
"227" 3 5 5 0 0 0 1 3 1 0 1 1
"228" 1528 1512 1695 3608 5505 3823 4487 4196 4723 2839 3141 2745
"229" 15 11 32 3 3 0 10 11 15 12 8 7
"230" 2551 2651 2079 3002 2168 2719 4855 5854 4109 3002 2771 2801
"231" 659 834 783 521 678 703 1390 1735 1653 905 833 919
"232" 29 32 30 73 35 47 97 91 77 54 23 47
"233" 46 83 51 70 51 28 100 75 92 67 36 46
"234" 127 135 132 103 99 95 307 307 427 151 147 168
"235" 470 475 439 488 293 429 826 775 817 404 552 532
"236" 1259 1267 1081 803 1272 1016 1993 2171 2090 1439 1495 1263
"237" 931 841 1019 948 877 772 2237 1993 2324 1434 1081 985
"238" 45 25 51 88 53 57 61 124 99 64 66 38
"239" 320 237 386 390 285 251 481 576 447 361 280 353
"240" 1802 1922 2028 3001 1475 2054 3523 3503 4103 2670 2295 2768
"241" 692 643 905 627 535 578 1255 1355 1561 901 840 871
"242" 11 10 14 1 1 3 8 18 16 24 7 19
"243" 364 391 394 482 591 526 527 621 679 399 364 314
"244" 32 82 81 64 64 39 109 115 173 38 88 90
"245" 121 106 133 83 102 81 218 220 219 171 165 153
"246" 1246 1362 1259 848 1101 1183 2343 2216 2471 1285 1330 1255
"247" 1 3 1 0 0 0 5 3 2 3 1 1
"248" 0 0 0 0 1 0 3 2 1 3 1 1
"249" 138 159 206 382 338 453 464 550 522 403 326 421
"250" 1040 947 1135 856 688 673 1793 1434 1851 1159 1162 944
"251" 11 10 6 20 9 27 81 68 59 71 52 53
"252" 1619 2065 1636 1717 1179 1311 8724 9852 8576 6476 5092 4589
"253" 9 16 11 11 27 24 197 126 171 121 100 82
"254" 1433 1868 1431 1046 803 1017 7910 9779 6184 4453 4705 5275
"255" 719 847 897 802 603 635 5090 4779 3447 2205 2351 2505
"256" 315 398 335 430 291 291 2331 2754 2292 1666 1393 1466
"257" 280 301 302 328 407 234 2221 2044 2147 1244 1386 1254
"258" 575 622 517 399 377 330 2749 3575 2197 1292 1259 1455
"259" 459 414 396 268 388 379 1986 1708 1533 1415 1267 1335
"260" 1486 1548 1534 1178 1411 1558 9550 7523 10527 5731 4633 4339
"261" 119 138 93 172 113 123 949 1027 857 499 383 441
"262" 4 10 4 19 26 30 89 162 86 55 47 71
"263" 400 548 455 461 445 370 2397 2846 3027 1221 1347 1695
"264" 65 47 51 59 56 61 381 291 284 193 181 194
"265" 605 567 588 295 346 282 2481 3607 2841 1559 1400 1431
"266" 17 23 16 6 4 1 43 37 60 21 18 27
"267" 2197 1527 1789 1511 1290 1328 10465 13524 10637 5755 5000 4898
"268" 178 187 191 173 117 176 1205 997 1191 846 621 846
"269" 904 656 823 1140 1114 1103 5250 6512 5501 3384 3661 4567
"270" 136 139 178 76 87 111 859 707 943 475 616 492
"271" 424 485 308 563 246 394 2267 2121 2881 1401 1369 1259
"272" 4 1 3 2 1 8 7 9 2 5 2 10
"273" 2273 2352 1572 1986 1533 2033 9291 5767 8573 5705 6957 6990
"274" 3392 3692 3227 3458 2932 3077 15501 15264 15919 14597 11250 10090
"275" 0 0 0 19 10 2 38 24 47 20 12 14
"276" 182 191 139 71 68 65 589 679 720 306 401 441
"277" 94 50 60 62 89 61 353 389 322 116 201 167
"278" 39 75 58 192 149 183 838 763 770 465 362 517
"279" 494 480 466 517 537 629 3106 3037 3010 1516 1855 1835
"280" 468 561 562 507 621 894 4205 3351 3921 1920 2301 2410
"281" 7 15 13 68 49 44 159 163 143 81 107 84
"282" 2 2 3 3 1 1 59 75 73 37 30 49
"283" 44 32 47 63 59 51 300 175 215 181 120 126
"284" 437 377 496 299 263 366 1848 1630 1989 1124 1064 984
"285" 455 427 366 298 333 269 2535 2023 1829 1254 1431 1327
"286" 122 148 189 100 141 96 538 1027 703 397 440 431
"287" 63 52 64 61 61 42 425 433 463 215 247 205
"288" 11 12 8 6 3 1 45 51 18 26 35 23
"289" 54 48 46 35 38 19 216 282 257 113 116 126
"290" 810 988 1093 1013 907 934 5399 4751 6135 3152 3645 2891
"291" 3162 3028 2992 2876 4010 4130 16112 16991 16026 8712 9557 9579
"292" 128 211 201 196 306 163 1345 1013 1019 543 577 537
"293" 1035 629 1096 925 1249 1071 5393 8734 4896 3870 3549 4194
"294" 1 4 1 5 4 7 37 40 39 48 9 22
"295" 2 3 4 0 0 0 22 13 32 9 13 6
"296" 738 607 586 515 593 582 3620 4089 4771 2820 2931 2820
"297" 256 341 281 116 132 117 1091 1605 1307 729 863 838
"298" 15 11 16 5 3 7 45 64 72 26 37 83
"299" 193 230 277 391 332 314 1490 2211 2261 718 1088 1062
"300" 139 154 127 265 293 246 1033 1253 1035 495 546 578
"301" 82 69 85 132 121 109 91 204 136 138 131 83
"302" 200 186 219 409 447 352 490 558 501 524 465 488
"303" 1019 1116 1111 1919 1780 2239 2393 2290 2226 2276 2611 2307
"304" 327 320 266 533 449 454 233 249 267 906 952 829
"305" 1 0 1 1 1 1 2 3 2 1 8 0
"306" 699 543 797 1125 1045 1100 1217 1556 1243 1425 1630 1604
"307" 53 60 31 109 114 100 47 60 51 75 55 85
"308" 133 104 117 277 263 352 266 341 262 317 330 244
"309" 8 3 5 29 6 4 18 22 17 11 4 15
"310" 122 193 214 284 302 240 305 315 285 471 429 402
"311" 44 30 24 40 72 95 103 99 81 37 37 54
"312" 63 75 71 113 85 96 170 113 189 205 123 145
"313" 166 255 145 304 329 328 280 389 358 201 361 403
"314" 189 104 143 316 235 281 217 225 263 322 355 350
"315" 1889 1104 1327 2250 2546 3046 2691 2571 2791 4629 3227 3325
"316" 21 13 11 13 23 16 19 17 21 18 4 7
"317" 338 291 250 387 397 379 639 716 593 370 358 439
"318" 58 65 66 95 83 93 43 45 54 79 91 90
"319" 789 768 859 1514 1450 1396 1457 1337 1703 1614 1796 1325
"320" 57 46 60 67 68 94 148 123 122 157 184 161
"321" 2201 1302 1281 2726 2422 2357 2529 2653 2030 3034 2815 2994
"322" 521 475 525 603 827 749 906 823 921 720 1225 700
"323" 81 78 93 101 114 95 63 102 168 249 164 321
"324" 1 0 0 0 0 1 6 4 6 0 0 0
"325" 215 337 293 400 376 401 606 468 564 239 184 127
"326" 2 5 9 14 11 5 18 7 14 8 13 11
"327" 141 195 238 265 253 332 232 166 228 353 339 310
"328" 90 25 90 160 160 178 113 129 129 241 211 335
"329" 27 31 26 72 71 61 73 43 35 87 61 112
"330" 743 833 1186 1487 1537 1271 1987 2035 1833 1401 1135 1009
"331" 1 0 0 1 1 1 0 3 0 0 0 0
"332" 9 13 15 13 23 29 29 23 30 27 19 17
"333" 237 304 319 458 487 527 469 408 425 511 580 580
"334" 64 115 96 124 124 179 96 70 74 165 256 157
"335" 6 3 5 13 5 6 4 5 2 8 6 5
"336" 11 31 23 65 57 46 55 17 80 60 87 57
"337" 1 1 1 1 2 5 1 4 5 8 7 5
"338" 200 263 212 383 306 287 414 457 465 469 698 530
"339" 227 199 171 306 322 260 374 219 198 479 643 407
"340" 0 1 1 0 1 1 0 1 0 1 4 1
"341" 1438 2034 1775 2733 3024 3278 3556 3527 3809 3235 2851 3392
"342" 0 1 1 1 1 1 0 0 0 5 3 3
"343" 488 460 461 796 1213 907 961 847 862 1529 1104 1226
"344" 16 25 11 39 61 33 53 19 48 28 53 60
"345" 655 555 543 1024 929 850 999 1054 898 1019 1096 1066
"346" 3 4 1 4 1 12 29 13 22 2 3 4
"347" 8 2 1 4 3 5 7 13 2 5 6 6
"348" 497 535 633 849 978 1041 1232 1252 1225 1241 1113 973
"349" 382 387 256 490 643 386 638 701 618 542 603 459
"350" 328 345 333 506 465 365 577 593 594 488 509 476
"351" 131 130 127 257 329 257 636 1005 755 1161 1214 1226
"352" 365 324 305 637 561 545 1576 1797 2416 2001 2495 2278
"353" 24 29 22 23 61 36 133 165 124 99 119 109
"354" 0 1 0 0 1 0 0 3 1 3 2 2
"355" 332 231 303 400 464 386 1164 1265 1541 1299 1313 1974
"356" 52 45 46 48 48 40 262 220 323 337 261 212
"357" 503 482 543 751 983 884 2294 2854 2948 2771 2687 2703
"358" 30 45 45 77 112 62 157 163 185 415 411 311
"359" 9 18 9 27 30 25 115 84 76 62 55 60
"360" 3 8 5 12 12 8 63 65 97 6 15 10
"361" 1 1 1 1 2 3 5 3 8 7 6 9
"362" 1 1 1 1 0 1 0 0 0 3 6 1
"363" 1 1 0 1 1 0 0 0 0 6 10 18
"364" 6 2 1 4 3 7 10 19 17 23 17 10
"365" 56 127 111 217 245 194 515 457 603 356 394 370
"366" 11 19 31 39 33 25 53 91 97 117 59 93
"367" 41 74 19 46 75 81 206 173 126 256 183 311
"368" 107 77 121 195 177 173 662 713 814 600 507 697
"369" 31 39 31 43 43 65 123 94 130 231 339 252
"370" 8 9 17 45 17 19 81 85 78 45 89 49
"371" 231 261 265 432 405 437 1033 1188 1799 1154 1251 1431
"372" 23 25 37 17 87 65 485 520 372 167 309 268
"373" 42 49 39 73 63 79 231 256 196 274 325 191
"374" 47 48 54 90 124 77 236 166 216 420 378 358
"375" 33 56 32 109 105 157 446 494 303 529 462 423
"376" 379 346 335 425 583 623 1644 1766 1397 2069 1834 1967
"377" 0 0 1 0 0 1 9 2 2 0 0 0
"378" 2 2 1 3 7 3 30 7 49 2 4 7
"379" 62 85 59 127 109 96 397 398 459 539 531 489
"380" 20 10 41 26 24 32 231 131 213 51 65 59
"381" 23 12 23 41 13 41 112 83 101 117 164 154
"382" 71 65 86 121 131 119 381 307 325 418 377 568
"383" 86 95 71 115 140 155 331 525 353 629 639 797
"384" 175 133 180 284 209 257 958 1128 1192 966 741 1042
"385" 0 0 0 0 1 1 3 3 3 0 0 0
"386" 13 9 4 26 11 18 37 56 80 73 47 74
"387" 67 67 56 104 116 101 407 301 345 351 474 317
"388" 73 67 66 177 97 132 640 595 737 385 447 382
"389" 102 98 51 98 114 100 314 323 273 387 464 305
"390" 219 189 156 181 254 338 654 819 789 830 824 795
"391" 340 338 289 550 479 482 1920 1813 1642 1893 1198 1339
"392" 1 0 0 0 0 0 0 0 0 2 0 3
"393" 16 16 8 10 22 15 29 48 40 72 70 79
"394" 11 3 7 14 8 9 33 25 56 21 30 26
"395" 0 0 0 0 1 1 1 2 2 0 0 0
"396" 6 5 2 11 9 11 33 52 72 55 44 46
"397" 39 30 71 119 73 58 305 275 306 465 347 367
"398" 27 17 17 20 30 38 67 74 60 142 132 103
"399" 391 412 342 389 595 449 1726 1905 2007 2021 2285 1767
"400" 463 382 426 840 485 946 2117 2101 2929 3370 2961 2607
"401" 15 42 16 6 15 10 22 25 23 5 7 7
"402" 204 142 231 92 86 90 126 94 124 151 207 117
"403" 9 9 9 7 4 5 12 5 3 1 3 5
"404" 233 255 234 67 214 86 238 198 222 239 85 159
"405" 2641 2287 2294 1409 1335 1277 1902 2109 2032 2667 2777 2810
"406" 201 303 200 120 111 76 181 139 181 220 173 191
"407" 74 57 59 29 23 28 37 33 35 67 76 28
"408" 45 50 70 29 29 28 31 35 56 64 83 63
"409" 501 441 444 329 227 246 380 313 461 510 478 523
"410" 309 386 342 106 111 144 245 242 222 167 318 179
"411" 542 556 590 279 278 277 395 271 382 527 587 591
"412" 792 671 621 299 302 297 457 525 484 646 575 645
"413" 13 11 5 3 5 5 9 11 2 6 16 11
"414" 443 470 445 156 227 171 231 379 262 363 621 345
"415" 5 3 3 8 4 9 5 14 14 13 18 18
"416" 6235 6506 5685 3158 2642 2497 3483 4592 4606 5159 5655 5401
"417" 695 576 606 223 371 249 422 593 558 365 417 383
"418" 229 310 289 144 194 138 382 168 194 199 353 288
"419" 1 2 2 2 2 1 2 3 1 10 5 5
"420" 54 76 94 43 40 35 36 69 51 27 29 26
"421" 248 208 161 105 123 109 168 127 126 224 273 234
"422" 9 25 25 5 2 5 2 4 8 1 3 3
"423" 584 592 497 257 179 242 396 408 488 489 447 456
"424" 43 45 34 26 15 17 25 28 22 29 16 57
"425" 0 0 0 1 0 1 1 0 0 0 0 0
"426" 146 173 125 58 66 69 113 117 120 192 202 100
"427" 292 285 252 100 130 127 171 168 228 331 412 318
"428" 190 85 122 53 62 31 110 114 104 147 167 153
"429" 530 497 372 283 252 284 485 475 495 671 681 701
"430" 418 586 595 227 228 222 389 393 383 482 514 429
"431" 287 280 259 88 100 109 165 196 281 189 156 221
"432" 636 474 495 342 321 291 468 648 630 952 866 757
"433" 383 477 489 246 244 215 415 390 414 494 465 508
"434" 595 1047 1115 454 644 615 991 972 1047 1827 1608 1700
"435" 446 375 414 225 236 204 442 435 278 575 524 590
"436" 1324 1135 1098 776 558 672 1156 1073 968 1406 1433 1438
"437" 8 8 13 4 9 3 10 5 4 4 14 6
"438" 571 481 485 201 263 309 414 463 389 502 397 347
"439" 64 73 73 128 105 75 154 112 110 129 189 163
"440" 640 784 774 363 317 325 501 507 719 718 599 789
"441" 649 753 620 457 362 347 566 552 652 801 767 749
"442" 74 55 60 35 30 4 52 45 48 60 65 79
"443" 465 640 588 283 215 254 607 406 469 562 528 756
"444" 26 31 35 37 41 14 52 48 50 63 65 113
"445" 1293 1153 1295 844 620 832 1678 1520 1574 2418 2526 2282
"446" 92 79 91 28 34 21 23 35 32 35 19 20
"447" 1784 1837 2028 899 831 851 1261 1251 1668 1472 1441 1849
"448" 646 478 645 316 388 379 521 621 477 639 724 803
"449" 274 363 439 209 224 263 254 369 490 449 441 427
"450" 3 2 2 2 1 1 1 2 2 7 5 3
"451" 667 801 918 119 115 140 301 275 245 550 628 687
"452" 2 1 2 1 0 0 1 1 0 2 0 2
"453" 55 92 142 6 15 44 33 21 15 124 102 99
