"V1" "V2" "V3" "V11" "V12" "V13" "V21" "V22" "V23" "V31" "V32" "V33"
"45" 13573 20209 22464 9207 9056 8399 7900 9269 8540 7930 10727 9639
"46" 96 146 91 24 66 54 80 73 57 19 24 57
"47" 5286 5330 6137 3416 3420 3327 2590 2846 2281 2314 2320 2236
"48" 201 143 140 40 110 183 56 39 87 100 80 141
"49" 1131 1276 1560 770 786 1240 971 779 907 476 523 569
"50" 2896 1917 2899 1431 1323 1260 954 1211 1326 990 1636 1470
"51" 10204 10759 8326 5411 6939 8010 1401 1803 1079 2499 2126 2533
"52" 1350 1133 1554 990 899 479 207 116 273 256 194 99
"53" 143 93 224 190 150 74 41 14 27 23 21 10
"54" 2267 3383 2386 1614 1410 2414 547 501 434 364 551 403
"55" 17116 22389 13261 7590 10064 8189 1694 2797 1553 2336 2274 2051
"56" 20394 16926 17613 11377 10231 11121 3103 3623 2389 3329 2594 3483
"57" 399 527 324 174 334 259 117 90 81 60 74 30
"58" 5689 5684 5167 2810 2819 3096 1037 1224 977 969 767 699
"59" 60 43 11 3 47 17 7 9 13 7 11 16
"60" 2353 1997 2587 1217 1576 1554 263 297 324 387 341 484
"61" 1497 1620 1443 1331 1179 1131 457 637 540 131 133 83
"62" 7634 5060 6599 3993 2859 4100 804 731 663 1180 1381 1074
"63" 13166 13709 16781 8074 7656 7749 1646 1770 2013 1799 1507 1801
"64" 27520 34493 21601 17931 17584 17694 2377 3387 3309 5879 5309 5816
"65" 27547 23884 27801 16451 13296 13263 3824 4334 4103 4806 3179 3903
"66" 74644 75307 65680 41394 52829 37093 15404 11646 11589 11404 12257 13500
"67" 5096 4129 5430 2737 3056 3851 840 836 767 1184 1021 1023
"68" 42259 59124 45684 28096 27080 27904 5859 6234 5904 10330 7664 7390
"69" 12866 16011 14829 7569 7857 7753 1970 1883 2660 2534 1951 1879
"70" 21093 22629 20139 14440 12906 15231 3147 3759 5056 4674 4204 4917
"71" 1823 1747 1701 1523 1131 1384 161 163 427 513 447 503
"72" 1440 1424 1533 790 1280 741 317 301 194 389 267 353
"73" 3664 3141 3661 2511 2426 2129 657 641 479 699 509 930
"74" 337 304 390 180 276 117 24 36 44 46 129 73
"75" 17289 15999 17743 8223 12436 8846 2266 2156 1986 2101 3519 4233
"76" 17537 17631 20697 11739 10254 10723 2859 2577 2641 2153 2639 3010
"77" 1257 1037 940 616 409 489 54 69 64 200 194 167
"78" 2963 3431 3109 2074 3789 1750 930 557 690 593 677 460
"79" 314 276 356 206 81 139 173 121 93 46 19 14
"80" 1006 1107 996 503 494 290 184 221 203 177 119 67
"81" 330 651 431 261 376 247 94 70 186 13 14 6
"82" 8856 6890 10181 5166 4456 4101 1014 1820 1116 1456 1414 1306
"83" 10134 9176 11353 6247 3884 5836 1300 1451 1029 2117 1556 1620
"84" 3143 4419 3216 1840 2217 1886 490 597 561 521 729 737
"85" 11789 15511 9964 6874 6629 6763 2360 1793 1593 2359 2370 2516
"86" 1236 699 1339 710 680 753 93 73 83 309 306 201
"87" 13691 12410 13641 8277 10893 7610 3050 2471 2496 1543 1663 2099
"88" 32459 46066 47039 20507 26370 26444 5856 6164 7577 7093 6097 8104
"89" 2940 2106 2664 1444 1561 1500 111 370 400 113 111 243
"90" 39007 39300 36184 23756 20404 18573 5867 6473 5213 5790 5876 4804
"91" 9039 11764 11449 4840 5063 5813 2116 2400 1907 1636 1821 1906
"92" 3116 3591 2910 2237 1986 2093 216 493 416 1104 744 997
"93" 33757 37040 30333 19116 18416 19119 5984 4299 4494 5257 5413 5146
"94" 9423 9531 7540 5163 5349 6650 1647 1541 1449 987 1029 1323
"95" 494 644 487 276 330 353 61 23 50 114 167 87
"96" 25889 21446 21739 10973 12051 12887 2884 2837 2306 2906 3001 2684
"97" 19737 14970 20537 10237 9334 12089 3380 3380 3521 3637 3624 3906
"98" 4890 5534 4363 3333 2764 2617 901 403 611 1121 1367 701
"99" 2349 2919 3174 1747 1929 1269 463 407 547 581 436 350
"100" 36733 47096 61561 22651 23664 22713 6613 9044 6287 7573 7309 7750
"101" 2189 1827 2006 4406 3596 3097 1961 2099 2159 1821 1169 1484
"102" 15487 21841 15736 45037 47820 50664 28843 25629 24280 21884 20156 21250
"103" 1929 1831 1990 3721 4856 4959 2186 2451 2271 1570 1917 2234
"104" 11841 11150 10821 18563 13541 15711 12401 10326 12393 9423 8514 7463
"105" 737 464 446 1144 663 721 476 544 656 717 604 846
"106" 3721 4676 3699 5836 6104 7853 3270 4730 3129 3584 3723 3309
"107" 10947 8021 12400 16109 19883 19267 15463 9754 10823 10136 8093 6306
"108" 179 311 324 730 690 1019 573 274 534 221 336 239
"109" 119 33 70 453 217 311 194 160 183 119 161 131
"110" 419 447 391 1541 1099 1761 1131 971 773 513 423 873
"111" 11 1 4 29 36 49 30 7 14 4 13 23
"112" 779 766 686 1574 1214 1646 943 689 1090 441 873 730
"113" 637 859 907 2581 2014 1869 1049 644 973 1293 994 1444
"114" 2741 2609 2891 6273 4160 5903 3770 3021 3089 1751 2277 1579
"115" 0 0 0 3 1 0 1 4 0 0 0 0
"116" 817 774 403 1623 1740 1510 954 856 840 1091 1100 861
"117" 6274 8954 7407 15589 14957 14431 8019 9231 7021 5457 6304 4179
"118" 11371 13301 14823 27540 29373 25800 19159 20160 17980 13674 13814 14976
"119" 3137 2897 3759 6327 6816 6143 3594 4676 4040 2669 3139 2929
"120" 5397 4537 3547 8933 10419 10320 6579 6904 4330 7529 6593 7160
"121" 10454 10997 10160 20104 18407 20427 11667 12104 10804 9027 9050 9544
"122" 2751 3437 4050 6761 7553 6487 4113 4384 4557 2066 3797 3134
"123" 1063 679 926 1916 1664 1466 813 979 1223 883 526 903
"124" 0 0 0 33 39 73 4 6 11 39 26 57
"125" 99 244 183 653 556 301 276 410 274 286 190 244
"126" 391 323 437 1499 1036 1246 764 534 763 550 709 477
"127" 41 36 6 17 51 66 29 31 71 76 103 71
"128" 7637 9163 10850 17659 17643 18514 10803 11930 12279 12474 9794 9287
"129" 8647 7510 7589 20119 22581 25201 10126 10891 9539 9831 11757 9203
"130" 1231 1756 1334 3393 4007 3539 1621 2399 2137 1549 1674 1369
"131" 310 243 376 1089 887 1446 540 797 577 497 414 589
"132" 0 0 0 113 76 64 26 61 79 0 3 31
"133" 9829 9141 10077 19684 19734 13021 11600 9856 9860 5060 7304 6163
"134" 127 106 74 367 359 249 160 229 151 73 26 37
"135" 2133 1769 1694 3333 2694 3427 2267 1639 1810 1263 664 1164
"136" 50 13 30 97 151 107 34 64 39 46 93 43
"137" 300 147 64 267 336 393 273 227 321 21 13 30
"138" 1693 2020 1206 4197 3577 6034 2570 2453 2694 3200 2777 3009
"139" 21 39 69 100 80 209 46 110 143 23 60 63
"140" 2293 1816 1751 4629 5413 5684 2576 2360 3620 1974 2466 2571
"141" 18579 19640 17831 44286 50664 53554 29541 32451 30237 21670 22530 25936
"142" 1164 679 891 1496 2246 1757 1070 1059 1066 691 599 517
"143" 3831 3316 3464 7031 7830 7586 4191 3704 4189 4106 4644 3661
"144" 3843 4467 3514 9737 8061 9617 4397 4977 4313 4456 4207 3894
"145" 1960 957 1973 1719 2161 1784 957 1611 1763 1471 1450 1856
"146" 814 527 529 1541 983 1341 383 784 507 759 386 629
"147" 1774 1627 2146 4171 4060 3711 2789 1997 2339 2074 2144 2524
"148" 1067 1241 1449 3390 2619 2691 1493 1921 2143 1080 874 1916
"149" 471 467 474 677 946 1297 534 680 467 399 491 200
"150" 1250 1187 970 1520 2427 1203 889 1117 1123 526 661 471
"151" 353 479 393 1861 2116 2016 1747 1360 1497 574 396 569
"152" 12130 13190 10836 76411 80554 74500 47663 44387 47339 13901 8387 11314
"153" 464 597 467 6570 4880 5076 4774 2819 3070 880 700 790
"154" 796 680 444 7867 6406 6499 4553 4169 4080 1504 1524 1359
"155" 3 10 6 63 183 87 54 60 54 47 41 17
"156" 4643 4027 4164 23780 27447 30069 24626 17229 16824 3701 3943 3681
"157" 966 1041 1286 6740 5626 6830 5096 3723 4227 1566 1613 1649
"158" 1543 1381 1344 6997 8247 10077 4704 4647 4774 1240 1386 1006
"159" 14316 12961 13439 89377 86059 79164 32589 46674 54134 16297 20200 20750
"160" 217 79 207 1279 2274 866 971 1269 867 147 236 354
"161" 409 477 340 2229 2394 2030 1503 1236 1490 250 319 186
"162" 109 286 250 1314 1141 1121 661 557 657 219 183 267
"163" 2067 3660 2307 20791 17500 22774 10923 12429 8661 4093 4351 3607
"164" 1689 1800 1324 14906 14880 13931 9013 7356 8301 2971 3786 2920
"165" 8334 7906 11763 71807 51260 52169 27059 34333 35323 7137 10956 11496
"166" 2616 2183 2801 15456 15501 15303 8820 8251 7739 1759 1836 1823
"167" 0 27 9 44 41 26 20 29 14 27 23 6
"168" 43 29 130 214 200 351 250 126 119 6 6 20
"169" 850 1101 1066 3183 3914 4253 2713 2257 3024 849 860 640
"170" 6 6 7 270 284 113 203 144 107 26 7 10
"171" 7289 6661 8467 35640 45959 36993 28964 25243 21639 6597 5527 6039
"172" 3483 3174 3161 16629 20769 15250 14594 12691 10877 2337 1997 2091
"173" 17 16 20 281 320 167 160 150 164 7 26 11
"174" 253 324 220 1821 2194 1953 1054 1124 969 286 326 343
"175" 5589 6813 5973 26283 24406 27311 14376 17489 15436 5323 4593 4121
"176" 73 40 19 163 169 164 157 130 109 11 33 64
"177" 6633 4314 6977 40123 39074 43549 32553 29404 29906 7383 5509 6409
"178" 1716 2126 2524 14406 12100 12723 6381 8659 8697 1886 2166 2579
"179" 3919 5040 3871 26090 26009 28074 20216 16070 18613 3571 3390 2383
"180" 527 539 487 3136 3791 3080 1824 1921 1713 691 653 524
"181" 1313 854 1214 3336 4461 3013 1734 2219 2030 521 679 386
"182" 1160 917 899 5386 5523 5287 3086 2910 2897 846 987 997
"183" 264 160 167 1693 1717 1701 970 937 686 474 436 353
"184" 1319 1763 1786 8020 7009 8174 4287 5150 4613 567 414 627
"185" 20 0 9 33 109 13 21 11 33 11 6 14
"186" 23 29 14 56 53 24 40 40 46 0 0 0
"187" 1 3 0 44 76 23 17 20 23 4 0 3
"188" 43 11 26 106 74 73 31 23 37 19 24 23
"189" 4440 3686 5450 21249 21443 24371 15569 13347 11949 3766 2647 3024
"190" 1330 1494 1316 7744 9443 9066 5897 5320 5520 1717 1080 1140
"191" 17 9 3 54 89 54 24 39 44 10 14 4
"192" 2774 2793 3234 18419 17551 15270 11460 9286 9636 2244 2496 1981
"193" 33 51 26 110 121 163 51 89 44 0 0 0
"194" 549 689 454 3696 3439 2756 2020 2054 1830 441 440 776
"195" 9 3 14 80 47 66 73 83 34 33 39 4
"196" 230 190 77 770 1649 650 481 501 389 260 176 164
"197" 4746 5251 4986 34441 23591 35547 19836 18727 17897 5356 6559 5544
"198" 424 649 463 2123 2271 1459 1256 1347 1056 223 230 301
"199" 1794 2187 1909 6844 6666 8033 5209 5749 5501 1390 1916 1189
"200" 6224 5413 7053 40029 37329 46041 22963 23946 25167 7024 6776 6047
"201" 831 1133 927 1589 751 1421 2571 2294 2911 1463 1456 1417
"202" 30 17 36 17 9 41 29 54 36 39 10 31
"203" 570 660 536 581 727 643 867 836 930 854 1014 823
"204" 737 789 686 1256 1120 1203 1761 1761 1666 974 1274 1040
"205" 1311 1153 1446 919 1616 1346 2323 2323 2777 2576 1534 1019
"206" 5284 4363 4016 3091 3121 3441 8361 7729 7343 4294 3710 3666
"207" 3580 3877 3369 3276 2829 2111 7746 6869 6444 4341 5376 4016
"208" 10767 13567 11374 12964 20036 19607 28674 27276 28967 19153 14841 17494
"209" 4 3 4 154 137 80 239 200 164 83 99 69
"210" 950 930 730 1879 1313 1220 2311 2453 2271 1744 1130 1313
"211" 84 23 61 64 90 81 244 101 103 79 56 51
"212" 144 130 49 60 109 57 174 263 274 223 187 153
"213" 3 1 0 10 3 29 17 6 21 20 0 9
"214" 0 9 17 43 71 56 81 67 97 63 69 60
"215" 37 89 36 170 161 119 174 231 134 100 226 149
"216" 241 179 204 207 119 210 591 569 489 339 346 341
"217" 961 961 889 471 559 657 1363 1047 1729 869 1277 863
"218" 6010 5909 5087 6783 6540 7390 11846 9561 10460 6484 5530 9091
"219" 7920 8707 9567 6299 6544 6893 16463 16400 19294 12356 8970 7574
"220" 57 43 29 14 17 9 17 16 60 33 29 23
"221" 557 894 843 347 227 290 1470 2100 1794 963 1089 939
"222" 3 17 3 13 14 6 54 31 51 10 70 17
"223" 9 7 19 0 0 0 0 10 3 10 0 3
"224" 116 89 164 173 71 173 261 251 143 237 187 146
"225" 2686 2521 2313 1507 2496 2140 5260 5137 4749 2890 2404 2453
"226" 2744 2866 3436 3049 4110 3637 6373 9096 7711 2661 4694 3944
"227" 14 27 26 0 0 0 4 17 7 0 4 3
"228" 7641 7560 8476 18040 27526 19114 22436 20981 23614 14196 15707 13724
"229" 76 53 159 14 16 1 51 56 76 61 40 33
"230" 12753 13253 10393 15009 10840 13594 24273 29270 20547 15010 13853 14006
"231" 3294 4171 3916 2604 3391 3516 6949 8676 8264 4526 4163 4594
"232" 146 160 151 363 174 236 486 456 383 269 116 234
"233" 231 417 257 349 257 139 499 373 460 336 179 230
"234" 634 677 660 514 493 474 1536 1537 2137 757 736 840
"235" 2350 2373 2194 2440 1467 2143 4131 3874 4087 2019 2761 2661
"236" 6294 6337 5407 4014 6359 5080 9967 10857 10449 7197 7474 6317
"237" 4656 4203 5093 4739 4384 3860 11184 9967 11620 7169 5407 4923
"238" 226 124 254 440 267 286 304 621 496 320 329 189
"239" 1599 1184 1930 1951 1424 1256 2404 2879 2234 1804 1401 1766
"240" 9010 9610 10139 15006 7377 10270 17616 17513 20516 13350 11477 13840
"241" 3460 3213 4526 3133 2677 2890 6273 6776 7806 4507 4199 4354
"242" 57 49 69 6 6 16 40 91 80 120 34 97
"243" 1820 1953 1969 2411 2957 2631 2634 3103 3396 1996 1821 1569
"244" 161 411 404 320 321 197 547 574 867 190 440 449
"245" 606 529 663 413 509 404 1091 1100 1096 854 827 764
"246" 6230 6811 6297 4240 5506 5914 11717 11081 12354 6426 6651 6276
"247" 6 17 6 0 0 0 23 13 11 16 6 7
"248" 1 0 1 0 6 0 16 9 3 14 3 3
"249" 690 794 1031 1909 1689 2266 2321 2749 2610 2014 1629 2104
"250" 5199 4736 5677 4279 3440 3363 8966 7171 9256 5793 5811 4719
"251" 54 50 31 101 47 137 407 340 296 356 261 264
"252" 8096 10327 8181 8583 5894 6553 43619 49260 42879 32381 25461 22946
"253" 46 79 57 56 136 119 986 631 853 604 501 409
"254" 7164 9339 7154 5230 4016 5083 39549 48893 30921 22267 23526 26374
"255" 3596 4236 4484 4009 3014 3176 25451 23893 17233 11027 11757 12524
"256" 1574 1989 1677 2150 1454 1456 11653 13771 11461 8331 6963 7331
"257" 1401 1507 1509 1639 2033 1171 11104 10221 10733 6221 6929 6269
"258" 2873 3109 2587 1996 1884 1649 13743 17874 10984 6459 6297 7274
"259" 2293 2070 1979 1340 1939 1893 9930 8539 7664 7074 6333 6676
"260" 7431 7739 7669 5891 7054 7791 47750 37613 52634 28654 23167 21694
"261" 597 689 466 859 566 617 4746 5136 4283 2494 1917 2203
"262" 21 49 20 94 131 150 443 809 431 277 234 357
"263" 2001 2740 2274 2303 2226 1849 11983 14230 15136 6106 6737 8477
"264" 323 236 253 293 279 307 1906 1457 1420 963 903 970
"265" 3026 2834 2940 1474 1730 1411 12403 18037 14206 7797 6999 7154
"266" 84 116 80 29 20 7 216 183 301 104 90 133
"267" 10986 7634 8944 7554 6451 6639 52324 67621 53183 28773 25001 24489
"268" 890 934 956 867 584 879 6023 4983 5953 4229 3103 4230
"269" 4519 3279 4113 5700 5570 5516 26250 32559 27503 16921 18306 22837
"270" 681 696 891 379 436 556 4296 3534 4714 2377 3079 2461
"271" 2120 2426 1540 2817 1229 1970 11334 10604 14407 7004 6846 6294
"272" 20 6 14 10 4 40 33 47 11 23 11 49
"273" 11363 11759 7859 9930 7666 10163 46457 28834 42864 28526 34787 34950
"274" 16960 18460 16137 17290 14660 15387 77507 76319 79594 72984 56249 50451
"275" 0 0 0 97 51 10 190 120 233 100 61 71
"276" 910 956 693 353 340 324 2943 3396 3599 1530 2006 2204
"277" 471 251 299 311 446 303 1764 1943 1611 581 1006 834
"278" 196 374 290 961 746 914 4190 3816 3851 2323 1810 2586
"279" 2471 2401 2331 2587 2687 3144 15531 15187 15049 7581 9274 9176
"280" 2340 2806 2809 2537 3107 4471 21023 16757 19607 9600 11507 12050
"281" 37 77 63 341 243 219 797 814 713 404 536 421
"282" 9 11 17 16 7 7 297 373 366 183 149 247
"283" 219 161 233 317 296 256 1501 876 1077 907 601 630
"284" 2187 1887 2481 1496 1317 1831 9241 8150 9944 5621 5319 4920
"285" 2274 2134 1830 1491 1666 1346 12676 10114 9146 6271 7153 6637
"286" 610 741 944 500 706 479 2690 5134 3513 1984 2200 2153
"287" 313 260 320 304 303 211 2124 2163 2316 1076 1233 1027
"288" 53 60 41 31 14 6 226 254 91 131 176 117
"289" 269 241 231 177 189 93 1081 1411 1284 567 581 629
"290" 4049 4941 5463 5063 4536 4669 26994 23757 30677 15760 18226 14454
"291" 15810 15139 14959 14381 20051 20651 80561 84953 80131 43561 47783 47893
"292" 639 1054 1007 981 1530 814 6726 5063 5093 2713 2883 2683
"293" 5177 3144 5480 4627 6243 5354 26963 43670 24480 19349 17746 20971
"294" 3 19 6 26 19 36 186 199 196 239 43 111
"295" 11 16 20 0 0 0 109 64 161 47 66 31
"296" 3689 3034 2929 2574 2963 2910 18100 20444 23856 14101 14653 14101
"297" 1280 1707 1407 580 661 586 5457 8027 6536 3643 4317 4189
"298" 77 57 79 23 16 33 226 320 359 129 183 414
"299" 966 1149 1384 1956 1659 1569 7450 11057 11306 3590 5441 5310
"300" 694 769 633 1326 1464 1229 5164 6267 5177 2474 2729 2891
"301" 411 343 427 661 604 543 454 1020 680 691 656 414
"302" 1001 930 1093 2044 2237 1761 2450 2791 2503 2619 2324 2441
"303" 5094 5580 5553 9593 8899 11196 11963 11451 11130 11381 13057 11537
"304" 1636 1599 1330 2667 2244 2269 1164 1243 1333 4531 4760 4146
"305" 6 1 6 7 3 3 11 14 11 3 40 1
"306" 3497 2717 3986 5626 5223 5500 6086 7779 6213 7124 8151 8021
"307" 267 301 154 546 571 499 237 299 257 374 276 423
"308" 663 521 586 1383 1313 1759 1331 1704 1311 1587 1650 1219
"309" 39 13 24 143 31 19 91 109 87 54 20 76
"310" 610 967 1070 1419 1510 1199 1524 1576 1424 2353 2143 2010
"311" 221 150 121 200 360 474 516 497 407 186 186 271
"312" 316 374 353 566 423 480 850 567 944 1024 614 724
"313" 829 1277 727 1519 1643 1639 1400 1946 1789 1007 1804 2016
"314" 944 521 714 1579 1176 1403 1087 1127 1316 1609 1774 1750
"315" 9446 5521 6633 11250 12729 15230 13457 12856 13956 23143 16133 16623
"316" 103 66 56 64 114 79 94 86 107 91 21 33
"317" 1689 1454 1250 1933 1986 1894 3193 3580 2964 1849 1791 2197
"318" 290 326 329 476 417 464 213 226 271 394 453 451
"319" 3946 3841 4296 7569 7249 6979 7283 6684 8514 8070 8980 6623
"320" 284 230 301 333 340 469 739 614 609 786 920 804
"321" 11007 6510 6406 13629 12110 11783 12643 13264 10149 15171 14074 14970
"322" 2603 2376 2626 3013 4133 3746 4529 4114 4604 3601 6123 3499
"323" 403 389 466 503 570 474 317 511 840 1244 821 1606
"324" 3 0 0 0 0 7 29 20 31 0 0 0
"325" 1074 1684 1466 1999 1880 2004 3031 2339 2819 1196 920 634
"326" 11 23 44 69 57 26 89 34 69 40 67 53
"327" 706 974 1189 1326 1263 1661 1159 830 1140 1767 1694 1551
"328" 449 123 451 801 800 889 564 647 646 1204 1053 1674
"329" 134 157 130 359 354 304 367 213 177 433 307 559
"330" 3717 4163 5930 7434 7684 6356 9934 10173 9166 7003 5673 5043
"331" 7 0 1 4 3 7 0 16 0 0 0 0
"332" 44 67 74 63 113 143 147 113 149 134 96 87
"333" 1184 1519 1596 2289 2433 2633 2347 2039 2124 2556 2901 2900
"334" 321 573 481 621 620 896 479 351 371 823 1281 786
"335" 29 14 23 63 26 30 20 23 11 40 30 24
"336" 53 153 114 324 286 229 274 83 401 301 436 284
"337" 3 6 3 7 9 23 3 21 26 39 37 26
"338" 999 1313 1059 1916 1531 1436 2071 2283 2326 2346 3490 2650
"339" 1136 994 854 1531 1610 1300 1870 1097 989 2397 3217 2037
"340" 1 4 6 0 4 4 0 3 0 6 20 3
"341" 7189 10170 8877 13663 15119 16390 17780 17636 19046 16177 14256 16961
"342" 1 6 4 3 3 4 0 0 0 27 17 13
"343" 2440 2300 2306 3981 6067 4537 4807 4237 4309 7647 5519 6131
"344" 81 126 57 197 303 163 264 96 239 141 264 300
"345" 3276 2774 2717 5119 4643 4251 4994 5270 4490 5094 5479 5331
"346" 17 20 4 21 6 60 147 67 110 9 17 20
"347" 41 10 7 19 16 26 36 66 10 26 31 29
"348" 2484 2677 3166 4246 4889 5203 6160 6260 6126 6206 5567 4864
"349" 1911 1936 1281 2450 3214 1930 3191 3504 3091 2710 3013 2293
"350" 1639 1723 1666 2530 2324 1824 2883 2963 2969 2439 2547 2379
"351" 654 650 637 1283 1646 1283 3180 5026 3773 5804 6070 6129
"352" 1823 1621 1524 3187 2803 2727 7880 8987 12079 10004 12474 11390
"353" 119 143 109 114 304 181 664 827 621 497 596 547
"354" 0 3 0 0 6 0 1 13 6 14 11 9
"355" 1661 1153 1514 2000 2320 1929 5820 6326 7703 6496 6566 9869
"356" 260 226 231 239 239 199 1310 1099 1616 1687 1303 1061
"357" 2516 2410 2713 3754 4916 4421 11471 14269 14739 13853 13433 13517
"358" 149 224 223 387 561 310 784 813 924 2077 2053 1556
"359" 43 91 43 133 150 124 573 421 381 310 273 299
"360" 16 39 24 60 59 39 316 327 486 29 77 50
"361" 7 3 6 7 9 17 26 17 40 33 31 43
"362" 7 3 3 7 1 3 0 0 0 17 31 3
"363" 3 4 0 3 3 1 0 0 0 29 50 89
"364" 29 10 6 20 14 34 51 97 86 114 83 50
"365" 279 636 553 1083 1227 970 2576 2286 3017 1779 1969 1850
"366" 56 93 154 194 167 123 266 454 483 586 293 466
"367" 203 371 96 230 376 406 1030 863 630 1281 913 1553
"368" 537 387 606 974 886 866 3310 3566 4069 3001 2537 3484
"369" 153 197 154 216 217 324 613 469 649 1153 1693 1260
"370" 39 47 87 224 87 93 406 427 389 227 444 244
"371" 1153 1303 1326 2160 2026 2186 5163 5940 8993 5769 6257 7156
"372" 114 126 184 86 434 326 2426 2599 1861 833 1546 1340
"373" 209 244 197 363 316 397 1153 1281 979 1370 1624 957
"374" 237 241 269 449 619 386 1181 829 1080 2099 1891 1791
"375" 166 279 160 546 526 784 2229 2470 1516 2647 2311 2116
"376" 1896 1730 1673 2124 2913 3117 8221 8830 6986 10346 9171 9834
"377" 0 0 3 1 0 6 44 11 11 0 0 0
"378" 11 11 7 14 37 17 149 33 246 11 19 34
"379" 311 426 293 633 547 481 1984 1990 2293 2694 2656 2447
"380" 101 49 207 129 121 161 1154 653 1066 254 326 297
"381" 116 60 116 204 67 206 559 417 507 584 821 771
"382" 357 323 431 604 654 597 1904 1537 1626 2091 1887 2841
"383" 431 473 353 577 699 774 1657 2627 1764 3146 3193 3983
"384" 877 663 901 1419 1047 1287 4790 5641 5961 4830 3703 5209
"385" 0 0 0 0 6 3 14 17 14 0 0 0
"386" 64 43 20 131 57 89 186 279 399 366 234 371
"387" 336 337 281 520 581 506 2036 1506 1726 1756 2370 1584
"388" 366 336 331 886 483 660 3201 2974 3684 1924 2237 1909
"389" 509 491 257 489 569 501 1570 1616 1367 1936 2319 1524
"390" 1097 947 780 907 1271 1689 3270 4093 3946 4150 4119 3977
"391" 1701 1691 1443 2751 2396 2411 9599 9063 8211 9464 5989 6693
"392" 3 0 0 1 0 0 0 0 0 9 0 17
"393" 79 79 41 50 110 73 144 240 201 360 350 397
"394" 53 17 37 71 41 43 166 127 279 107 150 130
"395" 0 0 0 0 3 3 6 9 9 0 0 0
"396" 29 26 11 54 47 53 166 261 361 273 221 230
"397" 197 150 357 593 363 290 1524 1377 1529 2323 1734 1837
"398" 134 83 83 99 150 190 337 370 300 710 659 517
"399" 1957 2059 1711 1947 2973 2244 8629 9524 10036 10107 11427 8834
"400" 2316 1911 2131 4199 2427 4729 10586 10506 14646 16849 14803 13034
"401" 74 209 80 31 77 50 109 124 113 27 33 33
"402" 1021 710 1156 461 430 451 631 471 620 754 1036 584
"403" 47 44 43 33 21 24 59 23 13 6 14 24
