"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3"
"gene_72" 392 248 273 192 176 448 339 321 161 283 335 312
"gene_73" 505 624 545 514 671 614 653 664 976 703 683 618
"gene_74" 47 71 64 161 145 162 35 23 20 94 130 21
"gene_75" 2980 2779 2467 2289 2497 1898 2455 2382 2495 3439 3126 3795
"gene_76" 3061 3235 3088 3208 3082 3250 2827 3341 2738 3045 2868 2980
"gene_77" 326 235 367 126 152 326 53 50 59 315 127 147
"gene_78" 742 744 947 561 392 459 747 633 702 517 621 505
"gene_79" 33 30 27 24 26 39 136 142 100 36 41 38
"gene_80" 277 105 211 209 74 130 289 229 215 112 77 224
"gene_81" 64 114 97 97 73 94 230 136 177 12 8 12
"gene_82" 1556 1455 1585 1376 1536 1233 873 1035 1136 1203 2167 1306
"gene_83" 2389 2418 2114 2056 1862 1808 1536 1564 1552 1602 1441 1395
"gene_84" 508 530 792 729 547 647 502 520 480 785 706 962
"gene_85" 1400 1874 1709 2636 2367 2074 1368 1408 2471 1941 1892 2785
"gene_86" 350 261 308 94 150 161 94 203 156 252 206 159
"gene_87" 3805 2683 2165 2339 2977 2392 2465 3048 1752 2358 2892 2800
"gene_88" 7436 8888 8073 9567 6729 9267 7471 6521 5553 6132 6865 6368
"gene_89" 1089 983 594 586 436 529 282 332 309 261 191 209
"gene_90" 4002 4059 5705 6668 5577 7824 5439 6152 6253 7059 6261 7300
"gene_91" 1745 1421 1826 1644 1721 1271 2258 2012 1977 1582 1612 1564
"gene_92" 479 474 620 659 539 842 288 388 438 861 986 688
"gene_93" 5992 7936 4908 4545 5094 4952 5076 5250 6908 5530 6052 5568
"gene_94" 1629 1045 1159 3000 2594 2402 1561 1770 1673 1300 1170 1691
"gene_95" 27 17 41 115 92 106 148 91 91 152 156 85
"gene_96" 4424 5298 4374 3548 3332 4267 3300 2779 2482 2753 3994 3056
"gene_97" 2680 2595 2865 2983 2768 1870 3718 3498 3727 3859 4008 4539
"gene_98" 867 1483 1127 514 679 515 770 503 805 1641 1124 888
"gene_99" 356 365 515 294 383 247 353 242 473 388 514 541
"gene_100" 7580 5712 5611 5636 6842 6236 7541 6382 7898 6882 6745 7700
"gene_101" 2089 2200 2841 1588 1600 1579 2038 2261 2082 1967 1933 1803
"gene_102" 22911 17914 17417 19439 16086 23018 27561 33415 27705 19003 18677 21171
"gene_103" 2288 1926 2247 1824 2242 1523 2338 2586 2429 2314 2144 2797
"gene_104" 9524 9376 8700 7156 11194 6217 11047 8844 11197 9608 8753 8176
"gene_105" 645 515 471 230 176 289 671 418 658 824 480 1288
"gene_106" 4120 4935 3782 2344 2732 2611 3571 3205 2750 4682 3642 3647
"gene_107" 8650 10545 9945 11914 11277 12220 8903 8003 9318 7808 10076 8964
"gene_108" 194 185 261 665 430 388 579 244 526 255 155 274
"gene_109" 95 50 106 411 344 459 170 179 220 147 206 88
"gene_110" 427 467 502 759 471 729 1611 1123 1502 521 547 295
"gene_111" 6 3 23 21 30 12 32 24 41 2 8 3
"gene_112" 611 561 700 988 768 645 959 779 730 835 747 917
"gene_113" 973 1152 1044 886 805 723 503 644 1200 1285 1411 1165
"gene_114" 2626 3092 2253 3832 3871 3626 2088 2732 2829 2330 3117 1541
"gene_115" 0 0 0 0 9 3 0 0 0 0 0 0
"gene_116" 745 627 680 520 832 983 947 724 965 1085 1095 1145
"gene_117" 6620 7633 6592 10529 8698 11418 6115 6988 7570 5052 5936 6291
"gene_118" 12615 16053 12694 13623 12600 13053 19841 17742 22002 15485 16744 13003
"gene_119" 3703 3862 3426 2180 2720 1594 4555 4077 3712 2588 2971 3465
"gene_120" 4247 4932 4779 5435 4708 3985 5900 4391 5217 7562 6438 7015
"gene_121" 10788 10991 9656 12182 11485 8547 7229 9755 9639 9788 11917 11824
"gene_122" 3792 3758 4006 2548 2036 1889 4558 4709 4403 3450 2650 3139
"gene_123" 664 617 741 745 286 856 765 1147 889 820 756 665
"gene_124" 0 0 0 0 0 0 20 39 71 35 36 145
"gene_125" 235 365 297 252 259 414 361 327 139 220 189 124
"gene_126" 479 547 467 788 579 505 583 632 676 664 421 482
"gene_127" 36 52 9 18 21 33 18 8 24 64 44 61
"gene_128" 11186 11592 9497 9106 7847 8779 7915 14003 8698 11186 10262 12427
"gene_129" 7344 8558 7139 8776 7341 8830 13026 11679 13362 10930 10673 11844
"gene_130" 1744 1185 1342 2383 2444 1589 3394 1820 2494 1477 1402 1447
"gene_131" 429 205 309 862 803 514 403 397 338 471 458 527
"gene_132" 0 0 0 27 50 32 150 173 142 3 2 0
"gene_133" 11967 10936 7597 9739 9336 5877 8450 8277 7268 5908 6712 7888
"gene_134" 135 91 158 221 130 226 188 179 198 77 123 85
"gene_135" 1926 1811 2159 1809 2052 2012 1092 633 1405 1259 1289 918
"gene_136" 27 18 6 71 123 139 161 100 47 118 39 38
"gene_137" 514 245 153 85 206 94 609 595 912 21 27 33
"gene_138" 1512 2048 1877 1917 2739 3097 2006 2530 3017 2453 3398 2617
"gene_139" 67 82 32 126 71 200 92 42 21 26 56 86
"gene_140" 2098 1864 2553 2108 2902 2086 2882 2273 2485 2105 2394 2941
"gene_141" 18302 22183 22642 26882 29142 27408 29044 26056 24683 21662 20053 28908
"gene_142" 753 1009 920 795 812 1098 948 839 703 838 1048 921
"gene_143" 2365 2933 3865 2670 2659 2792 3664 4017 4123 4194 4532 4279
"gene_144" 3624 4121 4395 6479 7620 7348 4479 4261 3138 4414 4433 4785
"gene_145" 1638 1911 1161 803 1127 935 1252 714 1130 1532 1479 1314
"gene_146" 739 705 606 927 1064 547 653 677 680 561 585 509
"gene_147" 1908 2036 2059 2779 2200 2141 2765 1711 2120 2014 1803 2411
"gene_148" 1427 1112 1695 1594 2441 2230 1648 1703 1758 1735 1268 1826
"gene_149" 639 358 597 605 839 424 473 495 580 250 398 388
"gene_150" 1288 1317 1389 989 574 680 555 535 791 614 405 718
"gene_151" 350 305 450 289 277 447 383 456 433 844 832 761
"gene_152" 11312 9265 12285 12595 11459 11139 12311 12376 12603 12852 9498 9061
"gene_153" 441 642 495 1123 1744 1312 926 723 1042 1045 648 715
"gene_154" 886 655 659 1361 1565 1135 1785 2529 1808 991 1735 1430
"gene_155" 21 17 8 15 21 2 24 9 15 23 36 23
"gene_156" 5129 4836 4506 2688 4171 4194 7400 5736 7188 3376 4377 3598
"gene_157" 1477 1276 1103 973 1430 1047 865 820 594 2480 2661 1788
"gene_158" 1250 1612 1426 1174 1232 1433 1648 1302 1189 1126 1941 1411
"gene_159" 15658 13620 13418 13398 12621 8361 12074 10344 13486 20315 17668 19744
"gene_160" 161 136 186 233 127 220 289 382 352 211 238 230
"gene_161" 600 618 288 782 818 582 455 448 489 245 323 206
"gene_162" 385 317 229 83 167 270 232 288 276 188 221 141
"gene_163" 3055 3659 3248 3845 4698 3900 3126 3544 2353 3691 4032 4442
"gene_164" 1585 1788 2071 3365 3218 2498 2877 2533 2262 3638 2497 3708
"gene_165" 9535 9185 7000 11552 10383 10342 12065 10236 11892 8674 8070 14789
"gene_166" 2241 2780 3068 3139 3624 3261 1309 1474 1647 1864 1800 1709
"gene_167" 0 15 0 0 0 0 0 0 0 24 24 18
"gene_168" 79 42 74 3 20 2 112 112 83 6 6 3
"gene_169" 1008 1250 997 353 1006 718 1009 447 1421 662 768 765
"gene_170" 23 8 21 2 15 12 24 139 77 44 8 27
"gene_171" 6794 7648 8979 9323 9771 7964 3545 4911 3482 6994 6691 6589
"gene_172" 3032 3885 3414 3923 4591 6162 3079 3698 3529 2964 2333 2620
"gene_173" 30 50 48 47 30 68 97 27 56 15 27 12
"gene_174" 320 102 256 467 415 350 305 330 371 389 317 338
"gene_175" 7138 5682 6791 4245 3820 3274 3777 6467 5008 4879 5033 4686
"gene_176" 33 48 36 59 36 26 27 59 9 27 15 23
"gene_177" 6997 5480 8097 8583 7636 10117 9262 10045 10033 8133 7112 7982
"gene_178" 2394 2891 2792 2442 2532 2353 1274 1362 1879 2245 1845 1588
"gene_179" 4598 4059 4489 7033 7953 6821 3377 3626 5130 3762 3344 3333
"gene_180" 577 597 465 352 392 526 553 565 1102 708 653 580
"gene_181" 1576 1602 1024 362 376 305 286 361 429 474 552 464
"gene_182" 847 806 755 988 1164 1012 788 705 964 867 829 1174
"gene_183" 235 176 245 208 309 197 455 300 285 480 450 538
"gene_184" 1921 2209 1567 1167 870 732 1253 1632 1536 365 583 536
"gene_185" 6 0 2 0 0 0 0 0 0 9 9 3
"gene_186" 9 24 42 20 18 5 18 5 3 0 0 0
"gene_187" 3 2 18 12 9 26 12 2 5 0 3 3
"gene_188" 11 12 9 0 0 0 3 3 5 33 12 30
"gene_189" 4433 4591 4495 4589 5397 5635 3695 3058 3788 3491 3586 3420
"gene_190" 1550 1609 1465 1305 1603 1595 1873 2117 1824 2147 1439 1871
"gene_191" 3 9 9 8 29 6 5 5 8 21 3 15
"gene_192" 3476 2552 4076 1962 1602 2158 4639 4077 4380 2245 2520 1973
"gene_193" 50 41 15 33 39 29 32 50 29 0 0 0
"gene_194" 558 698 556 512 488 755 794 389 585 598 606 700
"gene_195" 2 0 14 18 32 11 0 0 0 35 38 61
"gene_196" 280 108 308 88 132 135 147 152 123 133 258 202
"gene_197" 4848 4938 5267 5798 6556 5576 6074 5479 6011 5814 5759 5724
"gene_198" 652 552 659 671 470 467 118 156 170 279 180 117
"gene_199" 2074 2120 2141 1595 1833 1771 1308 1321 1823 1314 1239 1642
"gene_200" 7889 6721 7144 5488 5297 4844 9561 10829 10173 8092 6221 4842
"gene_201" 1403 782 1068 768 1102 1141 1192 1444 1603 947 1311 989
"gene_202" 30 29 47 15 18 26 45 27 42 32 32 14
"gene_203" 702 695 633 971 794 858 733 880 708 483 489 614
"gene_204" 997 697 792 1780 1452 1191 792 861 529 1364 939 1174
"gene_205" 1711 1864 1376 1179 1297 1209 1421 1423 1211 1812 2342 1755
"gene_206" 3889 5014 4624 3945 3242 3089 2986 4250 3765 4026 2844 3391
"gene_207" 3815 4368 2962 3133 2791 2086 5514 5109 5588 2626 3183 3629
"gene_208" 11883 12436 13939 18217 20903 17626 20327 22555 17042 14521 14789 13976
"gene_209" 3 2 3 208 358 164 155 71 130 29 36 45
"gene_210" 1076 1118 1153 1861 2198 2103 997 921 1245 382 365 536
"gene_211" 32 44 32 124 142 100 21 58 74 55 61 109
"gene_212" 152 200 176 80 61 136 192 118 152 118 179 124
"gene_213" 0 6 2 18 32 42 0 0 0 21 23 12
"gene_214" 18 15 21 92 35 53 29 27 26 88 64 61
"gene_215" 127 44 88 191 183 124 108 83 65 112 82 115
"gene_216" 252 320 248 158 153 233 83 476 314 142 164 252
"gene_217" 933 950 911 830 600 658 673 771 814 1159 867 1517
"gene_218" 5661 6261 5658 9570 7503 6167 4738 4953 5058 7424 10821 7197
"gene_219" 8867 9597 10802 7594 8573 7565 14026 9771 9538 9952 10379 9056
"gene_220" 33 39 33 27 8 26 2 2 0 20 6 17
"gene_221" 1170 865 1118 520 482 209 1020 835 1423 1442 1126 1015
"gene_222" 0 27 2 6 6 3 6 20 6 64 33 58
"gene_223" 11 18 17 0 0 0 0 0 0 0 0 0
"gene_224" 48 71 47 135 117 209 33 114 141 215 156 117
"gene_225" 2850 2673 2336 2755 1735 2102 2856 2479 2541 2870 2702 2856
"gene_226" 2167 2855 3133 3789 3753 3330 3702 3536 3998 3841 4755 3842
"gene_227" 15 14 14 0 0 0 9 6 29 3 14 8
"gene_228" 6782 7139 7742 22727 24639 19000 8432 9579 8739 9133 7800 9923
"gene_229" 47 114 62 5 15 2 20 12 21 24 12 42
"gene_230" 12914 15745 10571 15297 11752 9694 13141 12450 13145 14321 12477 10961
"gene_231" 3495 4777 5058 4462 3479 2329 4600 3897 4185 4073 3782 2977
"gene_232" 229 115 171 194 215 233 233 262 247 132 233 261
"gene_233" 311 388 335 139 220 341 242 180 282 79 208 70
"gene_234" 662 788 733 526 486 433 606 839 703 1288 853 1189
"gene_235" 2268 2245 2156 2206 3055 1248 1588 1411 1527 2655 2385 2565
"gene_236" 4861 6874 5776 4388 4824 6130 6129 5359 5274 4865 6612 5715
"gene_237" 6117 5958 6797 4998 5389 6132 5641 5041 5091 4812 6097 4682
"gene_238" 248 244 200 426 373 509 286 408 339 159 305 268
"gene_239" 2058 2367 1648 1862 1329 1430 1415 1191 671 995 1445 939
"gene_240" 6588 7876 12141 9461 9500 11270 8894 6473 7411 9288 7956 9674
"gene_241" 3994 3700 5029 3467 3564 2498 4159 4117 3591 3439 4373 3491
"gene_242" 103 103 42 21 20 11 35 59 76 18 38 6
"gene_243" 2145 2059 1727 2309 1944 4336 936 1185 944 1026 1217 1158
"gene_244" 261 315 273 348 155 248 650 552 486 327 342 326
"gene_245" 435 561 702 452 456 285 1080 824 977 595 895 1006
"gene_246" 8959 5965 5959 6039 5133 5909 4327 4138 5423 6705 4926 5165
"gene_247" 6 5 6 0 0 0 0 0 0 6 20 29
"gene_248" 8 2 11 0 11 8 6 6 15 0 0 0
"gene_249" 779 715 1076 1205 2539 1933 1833 1561 1880 1582 2035 1892
"gene_250" 5683 5324 5252 3938 3886 4089 4011 2967 5380 3579 4250 3911
"gene_251" 38 39 38 67 168 52 71 58 86 62 147 33
"gene_252" 9186 7470 11897 8295 5327 6598 11211 8117 8850 8629 7847 8550
"gene_253" 64 97 61 164 98 188 180 268 112 203 214 186
"gene_254" 9185 7514 9344 4729 5032 4539 5642 8909 5321 9589 8256 9167
"gene_255" 4630 3974 3594 3524 4347 5253 2567 2877 2756 4024 3903 4311
"gene_256" 1847 1814 1950 1776 2336 1864 2564 2938 3380 1274 1909 1832
"gene_257" 1748 1762 1576 1989 2056 2117 2155 1986 2609 655 924 782
"gene_258" 2762 2706 3002 2356 2811 2565 1768 1939 1732 1870 1608 1352
"gene_259" 1923 1895 2071 2295 1912 1512 1200 1080 1039 2876 2117 2323
"gene_260" 9224 8794 9609 7089 7447 8606 6055 7956 10718 7618 7198 6605
"gene_261" 500 409 559 768 1059 1108 602 983 574 836 668 1120
"gene_262" 38 39 3 76 188 223 79 118 55 85 86 64
"gene_263" 2820 2874 2848 1850 1788 1798 2171 2082 2286 2168 2333 2144
"gene_264" 285 267 265 341 268 277 236 344 120 285 282 211
"gene_265" 2491 2903 2947 2012 1385 1786 2141 2589 2977 1477 1673 1259
"gene_266" 130 88 48 23 6 24 3 12 3 9 32 21
"gene_267" 10773 8241 11838 5973 5914 6153 7064 8738 8748 9574 9321 6700
"gene_268" 1123 1145 874 655 715 902 1144 1202 1183 1023 864 1935
"gene_269" 3808 4985 3679 4958 5980 5971 4324 5933 6641 4386 6238 6329
"gene_270" 1152 779 748 295 550 626 1026 680 997 1008 965 1153
"gene_271" 1920 2464 2521 1603 1935 2085 1703 1762 1595 2777 3264 2894
"gene_272" 11 5 11 15 11 61 0 0 0 0 21 9
"gene_273" 10100 9830 13058 11095 10508 10374 10708 9345 12817 8073 10018 10920
"gene_274" 13758 19209 16044 17042 18976 16632 15011 11970 11200 12123 9939 6580
"gene_275" 0 0 0 73 74 67 8 44 20 6 32 8
"gene_276" 694 767 908 271 333 445 736 741 679 485 485 573
"gene_277" 171 409 400 680 506 673 150 120 105 312 374 230
"gene_278" 261 223 198 1297 988 536 683 527 609 933 539 761
"gene_279" 2992 2294 2482 2423 2741 2306 1936 2256 2202 3406 3074 3547
"gene_280" 2958 3517 2220 3447 3762 3797 3703 2777 2570 3508 2526 3533
"gene_281" 52 59 45 302 286 302 176 197 112 55 79 97
"gene_282" 24 6 11 14 20 14 152 185 138 9 2 0
"gene_283" 212 130 111 385 223 350 241 161 162 320 338 394
"gene_284" 2527 1933 2221 1358 1339 2027 1276 1171 1009 2086 2268 1961
"gene_285" 2270 2064 2236 1564 1783 2112 2492 2644 2579 1770 1914 1620
"gene_286" 858 608 797 871 1076 612 1341 991 736 320 805 577
"gene_287" 303 486 321 273 442 206 52 79 55 448 548 515
"gene_288" 48 48 36 15 9 9 94 91 103 12 11 12
"gene_289" 286 285 318 133 89 147 215 314 447 379 241 200
"gene_290" 3956 4333 4571 4332 4615 4430 3694 5168 4415 5447 5092 4697
"gene_291" 16880 14417 13220 15591 13077 16897 12106 12017 11582 8955 8838 8548
"gene_292" 1515 1038 1091 1183 1121 1058 726 438 814 1095 1392 1282
"gene_293" 4888 4047 5715 5761 5536 6241 3355 3352 3270 7138 5847 6770
"gene_294" 8 9 26 29 11 50 39 32 48 124 115 82
"gene_295" 8 15 6 0 0 0 23 62 33 11 24 39
"gene_296" 4208 2471 3724 2370 3239 3732 4327 4739 4445 3580 3809 4377
"gene_297" 1483 1941 1391 698 695 902 691 753 858 1512 1345 1324
"gene_298" 52 85 95 32 36 29 103 91 89 59 41 36
"gene_299" 1209 1674 1227 1520 2126 1683 2198 2009 1809 1182 1744 1121
"gene_300" 644 1058 962 883 947 1388 1032 1738 300 1077 1164 908
"gene_301" 670 976 918 1586 1402 2141 745 715 452 700 605 579
"gene_302" 2074 2138 2277 2535 3321 2662 2618 3073 2652 2482 2580 2045
"gene_303" 10120 9905 9532 10650 12129 9182 11386 12735 11108 8752 17552 10377
"gene_304" 1938 1918 1812 4326 3600 2711 1524 1527 1506 4029 4771 6188
"gene_305" 3 2 3 0 0 0 3 21 3 15 12 8
"gene_306" 6823 7664 7979 4261 4844 4109 8229 6920 6315 8205 7241 6385
"gene_307" 736 600 802 439 424 391 227 185 282 482 479 418
"gene_308" 1200 1435 1900 1777 2386 2145 1352 2118 1202 1370 1167 1309
"gene_309" 108 124 85 95 112 123 67 76 108 29 41 36
"gene_310" 2192 2038 1408 1406 1565 1932 1570 1632 1491 1836 2277 2536
"gene_311" 236 185 171 408 511 489 362 359 405 123 252 180
"gene_312" 730 661 508 515 530 544 894 738 1188 965 612 632
"gene_313" 1582 2127 1959 2950 2385 2588 1879 1826 2141 1447 2221 1318
"gene_314" 1735 1865 1595 1291 1620 1386 1232 1327 1377 1574 1724 1635
"gene_315" 17194 18945 18903 13283 17817 11782 12729 15989 14727 20483 16265 15655
"gene_316" 106 152 156 347 197 164 108 77 127 18 50 76
"gene_317" 3506 4048 3362 2832 3418 3438 5333 2841 3636 1986 1491 1106
"gene_318" 753 782 1006 979 483 1011 394 370 233 461 552 448
"gene_319" 9879 10102 8635 8712 10239 9059 10294 7385 5921 5620 8067 10315
"gene_320" 492 735 718 477 653 459 574 706 735 483 714 773
"gene_321" 13791 15561 14570 15279 18202 12580 16758 15192 14195 18600 22074 18333
"gene_322" 4544 4191 4965 3662 4653 4808 4820 5127 4041 3870 3859 4453
"gene_323" 729 718 350 627 968 867 655 389 742 2014 1870 1294
"gene_324" 0 11 3 0 0 0 9 3 23 0 0 0
"gene_325" 2874 2809 2455 6161 4589 4711 2786 3665 3223 836 698 605
"gene_326" 85 70 103 41 29 27 42 53 62 33 15 48
"gene_327" 1497 1644 902 2855 2098 2768 1473 1447 926 2211 2215 2882
"gene_328" 847 1027 885 1462 1014 826 515 650 636 870 1565 1215
"gene_329" 573 798 295 373 286 527 221 174 294 582 477 464
"gene_330" 11438 11341 10723 6626 8439 10903 9455 9553 15712 6162 7302 8639
"gene_331" 0 9 2 3 12 9 11 12 2 0 0 0
"gene_332" 155 229 182 70 53 108 106 115 156 100 217 205
"gene_333" 2756 3029 3553 3285 3838 4494 2467 2397 1674 2755 2785 2905
"gene_334" 641 709 683 1594 1039 1058 386 545 400 1288 941 729
"gene_335" 38 62 17 67 56 61 14 12 9 12 42 35
"gene_336" 198 385 259 486 321 302 218 214 327 456 348 432
"gene_337" 3 6 0 5 3 3 6 6 3 70 65 29
"gene_338" 3258 2626 2544 1905 1567 1414 2077 2033 2055 3656 2997 2302
"gene_339" 2095 1709 2256 1888 1986 1842 1739 1559 1574 3397 3358 2785
"gene_340" 0 0 0 41 23 3 11 5 5 6 18 24
"gene_341" 17033 14027 20277 18794 22765 17541 19632 22691 24041 16567 20303 19983
"gene_342" 0 0 0 2 3 2 0 0 0 5 9 41
"gene_343" 4779 5647 4997 6185 5230 4829 4591 5692 4898 7035 5309 7111
"gene_344" 361 203 123 148 103 247 215 338 215 238 398 189
"gene_345" 6217 6897 5924 7759 8202 7680 6952 5762 5729 5336 4956 4873
"gene_346" 0 0 0 0 0 0 138 98 168 20 21 33
"gene_347" 26 71 77 17 23 6 53 20 32 71 26 21
"gene_348" 7706 5391 7614 5664 4909 6000 5742 6748 6112 5794 6220 7494
"gene_349" 3035 2818 2948 4576 4262 4062 2973 2624 3894 2791 3759 4518
"gene_350" 2824 3020 2544 3094 3402 2939 3455 3724 3464 2615 2320 2542
"gene_351" 5853 4286 5297 6576 4280 5138 3742 4623 3415 6579 5518 5745
"gene_352" 13241 7800 9162 7745 9174 8156 11295 11923 11644 8859 10973 9932
"gene_353" 903 800 927 650 461 432 848 689 636 745 526 438
"gene_354" 0 0 0 2 24 3 3 2 0 6 9 9
"gene_355" 6355 8997 8870 9167 7902 9848 7167 6420 5886 7133 9502 8709
"gene_356" 1108 1056 1733 2639 1918 1830 1270 1335 1679 1321 1156 1341
"gene_357" 14312 15545 10989 14498 19600 21742 14420 19368 19212 14923 13147 15617
"gene_358" 1636 1236 1976 1376 935 1041 944 1165 873 1732 2121 1814
"gene_359" 539 506 630 638 650 702 526 456 442 300 229 289
"gene_360" 200 145 133 421 406 353 183 255 256 55 70 77
"gene_361" 156 109 103 83 62 82 36 32 29 50 29 67
"gene_362" 68 61 20 0 0 0 0 0 0 26 32 12
"gene_363" 3 0 6 27 3 6 0 0 0 53 73 102
"gene_364" 173 211 194 33 48 42 105 59 48 80 79 115
"gene_365" 4267 3870 3452 4159 4015 3920 3045 3394 3147 2264 2285 2239
"gene_366" 647 497 597 712 792 585 271 397 873 450 356 455
"gene_367" 942 1438 714 1585 1391 1297 897 712 1014 1433 1268 983
"gene_368" 4167 4400 3388 2924 2267 2418 3918 2885 2888 2848 2779 2255
"gene_369" 1197 1089 1215 1288 1392 1489 612 712 727 1571 1300 1379
"gene_370" 105 205 202 741 282 364 370 567 353 274 291 329
"gene_371" 6114 7103 7682 9192 8168 10911 7336 9409 7973 7112 8288 6468
"gene_372" 1130 1035 1500 1106 1385 720 2141 1909 2471 1076 1358 986
